GID_2,adm_id,GID_2,mean_01,median_01,min_01,max_01,sum_01,perc_nodata_01,mean_02,median_02,min_02,max_02,sum_02,perc_nodata_02,mean_03,median_03,min_03,max_03,sum_03,perc_nodata_03,mean_04,median_04,min_04,max_04,sum_04,perc_nodata_04,mean_05,median_05,min_05,max_05,sum_05,perc_nodata_05,mean_06,median_06,min_06,max_06,sum_06,perc_nodata_06,mean_07,median_07,min_07,max_07,sum_07,perc_nodata_07,mean_08,median_08,min_08,max_08,sum_08,perc_nodata_08,mean_09,median_09,min_09,max_09,sum_09,perc_nodata_09,mean_10,median_10,min_10,max_10,sum_10,perc_nodata_10,mean_11,median_11,min_11,max_11,sum_11,perc_nodata_11,mean_12,median_12,min_12,max_12,sum_12
SEN.1.1_1,1.0,SEN.1.1_1,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352,2.0202020202020203,2500.4254968591085,2171.1498552406515,1015.2619897213568,9205.107573125511,242541.27319533352
SEN.1.2_1,2.0,SEN.1.2_1,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043,0.0,2609.134398305018,2389.9397133016128,1942.9450109199213,4972.712738983347,62619.22555932043
SEN.1.3_1,3.0,SEN.1.3_1,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428,0.0,2447.569115223208,2238.252193771192,1073.441738653313,10285.480886822965,234966.635061428
SEN.1.4_1,4.0,SEN.1.4_1,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155,31.48558758314856,11759.89930425293,2675.134267235418,38.097160627193496,549658.2694003334,3633808.885014155
SEN.2.1_1,5.0,SEN.2.1_1,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484,89.33500627352572,39785.50238932259,2082.7545000229907,22.63658875221052,5202302.4588640435,6763535.40618484
SEN.2.2_1,6.0,SEN.2.2_1,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043,94.28942245295264,15705.528762458003,2391.7890328911444,0.1842891981022567,821791.8512523113,1382086.5310963043
SEN.2.3_1,7.0,SEN.2.3_1,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963,91.57733537519142,16234.795476608615,2334.143905798842,19.550718077639694,1956759.03545448,3571655.0048538963
SEN.3.1_1,8.0,SEN.3.1_1,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684,87.56302521008404,36863.9409717478,2802.099760733475,28.59880607686533,5665732.795199793,13639658.159546684
SEN.3.2_1,9.0,SEN.3.2_1,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444,83.36092715231787,42812.412928198086,3536.251341193665,1.7710709964939226,11353341.135219766,25815884.995703444
SEN.3.3_1,10.0,SEN.3.3_1,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166,98.66399465597864,2464.635466505583,1829.377906567981,208.4036029583769,11967.651492041929,49292.70933011166
