ADM2_id,ADM2,GID_old,sum_1,max_1,mean_1,sum_2,max_2,mean_2,sum_3,max_3,mean_3,sum_4,max_4,mean_4,sum_5,max_5,mean_5,sum_6,max_6,mean_6,sum_7,max_7,mean_7,sum_8,max_8,mean_8,sum_9,max_9,mean_9,sum_10,max_10,mean_10,sum_11,max_11,mean_11,sum_12,max_12,mean_12
1,Balé,BFA.1.1_1,2557.67724609375,35.689998626709,0.117869891226292,7151.78076171875,29.7000007629395,0.32958796620369,7094.15380859375,20.3500003814697,0.3269322514534,8394.6337890625,41.5999984741211,0.386864513158798,7574.86767578125,22.3500003814697,0.349085807800293,5749.43212890625,24.1200008392334,0.264961093664169,4246.87255859375,30.7299995422363,0.195716023445129,6968.58203125,46.0999984741211,0.321145296096802,5836.263671875,23.9599990844727,0.26896271109581,7691.55615234375,24.2399997711182,0.354463368654251,9508.7890625,26.7999992370605,0.438210070133209,8852.6748046875,50.2000007629395,0.407973229885101
2,Banwa,BFA.1.2_1,1757.93908691406,32.25,0.062211062759161,7464.89453125,24.7199993133545,0.264172434806824,7366.43310546875,36.3800010681152,0.260688006877899,9615.8076171875,6.28000020980835,0.340290307998657,8597.20703125,3.16000008583069,0.304243415594101,6791.64453125,2.66000008583069,0.240347027778625,5609.236328125,5.26999998092651,0.198503211140633,7791.57666015625,3.05999994277954,0.275733262300491,6301.94580078125,1.91999995708466,0.223017260432243,8641.92578125,3.23000001907349,0.30582594871521,10580.1435546875,8.01000022888184,0.374416828155518,8195.095703125,17.7299995422363,0.290013253688812
3,Kossi,BFA.1.3_1,419.804229736328,22.7900009155273,0.0117014357820153,8612.759765625,18.5799999237061,0.240068227052689,8682.345703125,13.75,0.242007836699486,11778.8720703125,2.05999994277954,0.328319013118744,10891.751953125,4.13000011444092,0.303591847419739,8658.3544921875,2.76999998092651,0.241339102387428,6613.91064453125,3.10999989509583,0.184353187680244,10611.634765625,1.76999998092651,0.295783966779709,8186.763671875,3.23000001907349,0.228194192051888,11453.3193359375,4.90000009536743,0.319244712591171,14170.7490234375,55.6300010681152,0.394989132881165,10579.9033203125,23.0699996948242,0.294899493455887
4,Mouhoun,BFA.1.4_1,2948.7109375,34.4300003051758,0.0896040424704552,10057.740234375,28.8400001525879,0.305629909038544,9897.3212890625,22.1499996185303,0.300755172967911,10745.2900390625,11.7600002288818,0.326522827148438,10055.091796875,14.4700002670288,0.305549412965775,8672.4111328125,12.460000038147,0.263533174991608,5941.7392578125,12.5100002288818,0.180554792284966,10011.4853515625,31.8500003814697,0.30422431230545,8116.1552734375,9.94999980926514,0.246629923582077,10743.169921875,15.5100002288818,0.326458424329758,14656.623046875,235.360000610352,0.445378601551056,13761.650390625,277.730010986328,0.418182581663132
5,Nayala,BFA.1.5_1,1350.0869140625,20.9300003051758,0.0756867751479149,4757.4736328125,16.7700004577637,0.26670715212822,4833.80908203125,14.7299995422363,0.270986557006836,5732.7099609375,2.19000005722046,0.321379542350769,5158.8896484375,13.3199996948242,0.289210796356201,4564.7529296875,3.36999988555908,0.255903095006943,2757.37573242188,2.33999991416931,0.154580324888229,4960.5244140625,3.92000007629395,0.278090298175812,4299.97900390625,3.46000003814697,0.241059690713882,6138.72412109375,15.1999998092651,0.344140976667404,9617.6630859375,53.8199996948242,0.5391725897789,9381.3212890625,73.5199966430664,0.525923132896423
6,Sourou,BFA.1.6_1,1333.60595703125,41.1599998474121,0.0460959672927856,7071.43017578125,5.53999996185303,0.24442332983017,7873.31982421875,24.1299991607666,0.272140592336655,9618.8642578125,4.09999990463257,0.332475155591965,8597.791015625,4.65000009536743,0.297181844711304,7423.83740234375,3.45000004768372,0.256604254245758,3994.361328125,5.3600001335144,0.138064727187157,7981.31494140625,3.09999990463257,0.275873422622681,7012.87060546875,4.61999988555908,0.242399230599403,12588.8837890625,51.689998626709,0.43513360619545,12765.048828125,63.8199996948242,0.441222757101059,11996.13671875,148.580001831055,0.414645373821259
7,Comoé,BFA.2.1_1,4745.1123046875,16.5100002288818,0.0645517706871033,21981.6484375,19.2399997711182,0.299034923315048,22197.865234375,15.6499996185303,0.301976293325424,31273.072265625,12.2700004577637,0.425433993339539,22143.361328125,11.7700004577637,0.301234841346741,16769.056640625,10.0699996948242,0.228123635053635,15909.2041015625,9.93000030517578,0.216426342725754,22371.5859375,10.3000001907349,0.304339587688446,15375.7900390625,11.6000003814697,0.20916984975338,24863.75,11.7399997711182,0.338242590427399,26375.30078125,50.0400009155273,0.358805477619171,23640.490234375,61.9300003051758,0.321601539850235
8,Léraba,BFA.2.2_1,1535.42919921875,54.5999984741211,0.103683583438396,5143.6396484375,42.3699989318848,0.347336739301682,4797.849609375,37.7700004577637,0.323986440896988,7327.1708984375,24.7999992370605,0.494784981012344,5168.34228515625,45.4900016784668,0.349004864692688,4287.27734375,36.6100006103516,0.289508789777756,6223.708984375,42.7700004577637,0.420271039009094,4785.876953125,29.0499992370605,0.323177963495255,3751.75439453125,27.5499992370605,0.25334632396698,5856.29052734375,33.9900016784668,0.395460218191147,6002.23193359375,46.810001373291,0.405315279960632,5061.92578125,36.9199981689453,0.341818809509277
9,Kadiogo,BFA.7.1_1,22305.8359375,71.0400009155273,1.62406527996063,26804.8046875,69.870002746582,1.95163071155548,23179.197265625,76.2099990844727,1.68765389919281,24969.11328125,59.3499984741211,1.81797587871552,21298.419921875,70.6399993896484,1.55071640014648,23033.384765625,64.1600036621094,1.677037358284,21949.986328125,62.7400016784668,1.59815621376038,26061.328125,89.5400009155273,1.89749884605408,23281.099609375,39.439998626709,1.69507324695587,25882.81640625,63.2000007629395,1.88450157642365,29182.7421875,68.5899963378906,2.12476587295532,27828.8671875,73.1399993896484,2.02619171142578
10,Boulgou,BFA.3.1_1,2706.80688476563,122.199996948242,0.0868786722421646,9746.23046875,21.5499992370605,0.312818616628647,9450.4560546875,14.6000003814697,0.303325325250626,11461.1767578125,15.8000001907349,0.367862164974213,8504.0673828125,9.34000015258789,0.272949695587158,8758.375,9.22999954223633,0.281112045049667,7509.93115234375,12.9300003051758,0.241041526198387,9232.4296875,13.9099998474121,0.296327471733093,7008.3935546875,11.5100002288818,0.224943995475769,11475.921875,12.1800003051758,0.368335425853729,12303.8212890625,13.7799997329712,0.394907981157303,10800.8037109375,16.4500007629395,0.346666574478149
11,Koulpélogo,BFA.3.2_1,1177.74829101563,12.0299997329712,0.0459202527999878,6769.8203125,11.1499996185303,0.263954401016235,6904.40576171875,11.0299997329712,0.269201874732971,8117.4560546875,6.76999998092651,0.316498547792435,5951.6884765625,11.1999998092651,0.232055559754372,6515.53515625,6.53000020980835,0.254039853811264,5754.5712890625,9.14999961853027,0.224369987845421,6873.8212890625,9.51000022888184,0.268009394407272,4614.4560546875,7.34000015258789,0.17991703748703,8828.5263671875,5.63000011444092,0.344223082065582,9964.2060546875,38.4199981689453,0.388503104448318,7836.52978515625,21.3400001525879,0.305545270442963
12,Kouritenga,BFA.3.3_1,759.498168945313,8.64999961853027,0.0567938014864922,3926.4912109375,9.39999961853027,0.293615400791168,3943.61743164063,7.96000003814697,0.294896066188812,4998.06591796875,4.34999990463257,0.373745679855347,3698.39135742188,4.34999990463257,0.276558548212051,3770.10766601563,5.65000009536743,0.281921327114105,3571.22802734375,8.56999969482422,0.267049521207809,3999.51513671875,7.30000019073486,0.299075990915298,3265.66748046875,5.07000017166138,0.24420028924942,4852.0029296875,7.98999977111816,0.362823367118835,5525.04931640625,8.6899995803833,0.413152486085892,4566.62744140625,9.60999965667725,0.341483533382416
13,Bam,BFA.4.1_1,878.379577636719,52.939998626709,0.0455440655350685,5365.65478515625,45.0099983215332,0.278209716081619,5167.58935546875,39.4599990844727,0.267940014600754,7077.43115234375,23.5,0.366965502500534,5736.33203125,30.3899993896484,0.297429382801056,5289.86474609375,31.5900001525879,0.2742800116539,4549.48291015625,38.8300018310547,0.235891133546829,5631.06689453125,40.2200012207031,0.291971355676651,5064.6044921875,26.7000007629395,0.262600243091583,6769.107421875,40.3499984741211,0.350978881120682,8708.826171875,79.1500015258789,0.451553463935852,6875.65478515625,84.8099975585938,0.356503367424011
14,Namentenga,BFA.4.2_1,715.857971191406,14.1999998092651,0.0233451407402754,7361.94970703125,15.0699996948242,0.240083605051041,7525.470703125,13.5600004196167,0.245416253805161,10486.8505859375,11.2700004577637,0.341991037130356,8704.8740234375,10.539999961853,0.283878266811371,7801.1806640625,8.72000026702881,0.254407554864883,6958.0966796875,15.6099996566772,0.226913377642632,7446.70458984375,16.9500007629395,0.242847576737404,7500.109375,9.35999965667725,0.244589179754257,9821.669921875,11.8900003433228,0.320298552513123,11885.62890625,15.0500001907349,0.3876071870327,9129.2373046875,15.039999961853,0.297717332839966
15,Sanmatenga,BFA.4.3_1,1065.78991699219,8.85000038146973,0.0239223409444094,11278.62109375,12.5299997329712,0.253155916929245,11251.79296875,6.61999988555908,0.252553731203079,15722.755859375,5.80000019073486,0.35290738940239,12803.814453125,8.03999996185303,0.287389874458313,11482.0341796875,7.01999998092651,0.257721662521362,10365.4453125,8.72000026702881,0.232659101486206,11493.123046875,8.89000034332275,0.257970541715622,11650.2861328125,6.78000020980835,0.261498183012009,14867.759765625,8.47999954223633,0.333716452121735,19040.16796875,79.0699996948242,0.427368819713593,16357.974609375,69.1999969482422,0.367165267467499
16,Boulkiemdé,BFA.5.1_1,2251.82250976563,14.9700002670288,0.109979130327702,7014.63330078125,15.5200004577637,0.34259507060051,6549.28759765625,18.3099994659424,0.319867551326752,8005.4013671875,8.56999969482422,0.390984237194061,6525.99072265625,12.3900003433228,0.318729728460312,6246.88623046875,10.1400003433228,0.30509826540947,4537.5009765625,12.8999996185303,0.221611797809601,7357.5732421875,16.0599994659424,0.359344273805618,6114.8876953125,11.0799999237061,0.298651456832886,7775.1591796875,14.6400003433228,0.379739195108414,9684.6328125,31.0200004577637,0.47299799323082,8065.4091796875,17.7600002288818,0.39391502737999
17,Sanguié,BFA.5.2_1,1915.70092773438,31.4200000762939,0.0783281177282333,6877.984375,30.5,0.281223207712173,7442.6279296875,29.8500003814697,0.30431005358696,8426.078125,39.8499984741211,0.344520807266235,7525.4169921875,38.0499992370605,0.307695090770721,6566.14697265625,21.9500007629395,0.268472969532013,3475.70385742188,33.6599998474121,0.142112657427788,7151.296875,31.9699993133545,0.292398273944855,6315.65087890625,29.4200000762939,0.258230835199356,8472.9638671875,30.2399997711182,0.346437841653824,13233.53125,31.4599990844727,0.541085302829742,10765.9716796875,83.9100036621094,0.440193086862564
18,Sissili,BFA.5.3_1,4088.37548828125,43.7099990844727,0.120025664567947,10157.5791015625,16.4799995422363,0.298204064369202,9040.1865234375,14.8100004196167,0.265399873256683,12077.462890625,3.86999988555908,0.354567587375641,8056.2939453125,3.32999992370605,0.23651497066021,8059.50927734375,3.96000003814697,0.236609369516373,5459.208984375,2,0.160270303487778,10041.34765625,19.5100002288818,0.294791758060455,7925.6083984375,4.13000011444092,0.232678338885307,11091.5166015625,5.15000009536743,0.325622379779816,13007.50390625,20.6700000762939,0.381871551275253,12483.6845703125,56.6599998474121,0.366493374109268
