GID_1,adm_id,mean_01,median_01,min_01,max_01,sum_01,perc_nodata_01,mean_02,median_02,min_02,max_02,sum_02,perc_nodata_02,mean_03,median_03,min_03,max_03,sum_03,perc_nodata_03,mean_04,median_04,min_04,max_04,sum_04,perc_nodata_04,mean_05,median_05,min_05,max_05,sum_05,perc_nodata_05,mean_06,median_06,min_06,max_06,sum_06,perc_nodata_06,mean_07,median_07,min_07,max_07,sum_07,perc_nodata_07,mean_08,median_08,min_08,max_08,sum_08,perc_nodata_08,mean_09,median_09,min_09,max_09,sum_09,perc_nodata_09,mean_10,median_10,min_10,max_10,sum_10,perc_nodata_10,mean_11,median_11,min_11,max_11,sum_11,perc_nodata_11,mean_12,median_12,min_12,max_12,sum_12
AGO.1_1,1,26.00797081,26.45819473,22.80467987,27.23997879,7100.175781,1.798561151,26.23059845,26.60811424,23.01107597,27.66083527,7160.953125,1.798561151,26.8694973,27.36125755,23.23633575,28.36398697,7335.372559,1.798561151,26.30164719,26.75979614,22.90235901,27.68083763,7180.349609,1.798561151,26.31946754,26.76698303,23.05811691,27.71803284,7185.214844,1.798561151,24.18703461,24.27700806,21.25440407,25.58070564,6603.060547,1.798561151,23.11345863,23.08493423,20.43513107,24.4397068,6309.974121,1.798561151,22.96053314,22.90342712,20.72251511,24.72926331,6268.225586,1.798561151,23.78726196,23.74309731,21.74398232,25.6437645,6493.922363,1.798561151,25.00941086,25.09594727,22.72059059,26.62882423,6827.569336,1.798561151,25.77988815,26.18652725,22.4914856,27.49449158,7037.909668,1.798561151,25.43135643,25.93603706,22.14304352,27.05920792,6942.760254
AGO.2_1,2,22.21465683,22.19556046,17.7002449,27.09417534,6997.617188,1.5625,22.56583786,22.55877876,17.93086433,27.1481781,7108.23877,1.5625,22.57442856,22.52652359,18.00404167,26.60473633,7110.944824,1.5625,23.00573158,22.91659546,17.9202652,27.18231583,7246.805664,1.5625,23.0974884,23.16585541,17.82676125,26.39229393,7275.708984,1.5625,20.97312737,21.14872551,15.9724369,23.40245628,6606.535156,1.5625,20.37275314,20.79864693,15.99096966,22.56726074,6417.416992,1.5625,20.87277412,20.93733406,18.65701866,23.1297493,6574.923828,1.5625,21.84719086,21.81407928,19.45100021,24.33968735,6881.865234,1.5625,22.72852325,23.08573151,18.90077209,25.1584568,7159.484863,1.5625,22.59649658,22.8401947,17.75953674,25.69449997,7117.896484,1.5625,22.02661514,22.34040642,17.40207672,25.26970863,6938.383789
AGO.3_1,3,20.25803947,20.32256699,18.39518356,22.73565292,11810.43652,0,20.41132355,20.40052605,18.71096039,23.1764164,11899.80176,0,20.36276245,20.39511681,18.59790421,23.0364151,11871.49023,0,19.91849899,19.96962547,18.26725578,22.59984016,11612.48438,0,20.19159126,20.27253151,17.96976662,22.86068153,11771.69824,0,18.10980415,18.04659271,15.87671089,21.48493767,10558.01563,0,17.8619976,17.75646019,15.4826107,21.62537193,10413.54492,0,21.59257126,21.59271049,19.57780266,24.34672356,12588.46875,0,23.44404221,23.6301136,20.33624649,25.42814636,13667.87695,0,23.32752991,23.73559189,19.57380676,25.31755829,13599.9502,0,20.95691299,21.28152657,18.29947853,22.87220192,12217.87988,0,20.62189102,20.78542137,17.98584557,22.48895454,12022.5625
AGO.4_1,4,25.73166084,25.86358833,24.52117348,26.6036396,1466.704712,0,26.0630722,26.12630653,24.92835045,27.05057335,1485.595093,0,26.33529854,26.44142914,25.18986702,27.21669006,1501.112061,0,25.95000839,26.05135155,24.78366089,26.96807098,1479.150513,0,25.79950714,25.93075371,24.80908012,26.30148697,1470.571899,0,23.72529984,23.81531334,22.96231461,24.17692375,1352.342041,0,22.80487633,22.89617157,22.08496284,23.22842789,1299.87793,0,23.15183067,23.25923347,22.35431099,23.67480278,1319.654297,0,23.77615166,23.89706421,22.92550278,24.2984848,1355.240601,0,25.07868767,25.23271942,24.08460426,25.65197563,1429.485229,0,24.97258949,25.08838844,23.83832359,25.83024406,1423.437622,0,24.93941689,25.11055374,23.84873009,25.67160988,1421.546753
AGO.5_1,5,22.76849174,22.94222832,19.56826782,24.77111244,36429.58594,0,22.12162399,22.30223083,19.64073563,24.07886124,35394.59766,0,21.65684319,21.83087921,19.45080376,23.03960037,34650.94922,0,21.74454117,21.75229263,19.5800209,23.38771248,34791.26563,0,20.46576691,20.4651413,19.18193436,21.74119568,32745.22852,0,17.51622391,17.4889679,16.51401711,18.76601219,28025.95898,0,17.1337204,17.1172142,16.05789566,18.26613998,27413.95313,0,21.41561127,21.40834236,20.3987751,22.53208923,34264.97656,0,25.7153759,25.81859398,23.51758385,27.06535339,41144.60156,0,28.35058594,28.85600662,24.24116135,30.25165558,45360.9375,0,24.61236382,25.05640793,21.04108047,26.6794796,39379.78125,0,23.5918293,23.51545906,20.5994091,27.06863785,37746.92578
AGO.6_1,6,23.51898193,23.42273712,20.68493271,27.12084579,4468.606445,0,23.83132362,23.71446991,21.10695267,27.17736244,4527.95166,0,24.22890663,24.1151886,21.36167526,27.99081802,4603.492188,0,23.71582603,23.51659393,20.90349197,27.52172661,4506.006836,0,24.42783737,24.3019104,22.17450142,27.37158394,4641.289063,0,23.00563049,23.00063515,21.02966309,25.46518326,4371.069824,0,22.27952385,22.28927231,20.54197121,24.39905357,4233.109375,0,22.18178368,21.98535919,20.54512978,24.75244522,4214.539063,0,22.68403053,22.5965271,20.25865936,25.68324471,4309.96582,0,23.41483116,23.37157822,20.62172318,26.66389847,4448.817871,0,23.25383377,23.0568943,20.24593544,27.50067139,4418.228516,0,22.85071182,22.56539536,19.9057579,27.06457901,4341.635254
AGO.7_1,7,21.52550888,21.02645302,18.02376175,27.20022774,9492.749023,0.898876404,21.90251732,21.40877914,18.26319885,27.57643127,9659.009766,0.898876404,21.98594666,21.49249077,18.3464241,27.94286728,9695.802734,0.898876404,21.7807312,21.47604942,18.21687508,27.30303764,9605.302734,0.898876404,22.10806465,21.93461227,18.12895775,27.11660004,9749.65625,0.898876404,20.47869492,20.38165092,16.73299408,24.70112228,9031.104492,0.898876404,20.0602417,20.01660728,16.40174484,23.32501602,8846.566406,0.898876404,21.09861755,21.08007622,18.79403114,23.66218185,9304.490234,0.898876404,21.67106819,21.54094696,19.18193817,24.66033173,9556.941406,0.898876404,21.95347786,21.66420746,19.01010704,25.30382919,9681.483398,0.898876404,21.30638313,20.81381989,18.10999107,26.64463425,9396.115234,0.898876404,20.86930466,20.2287426,17.66327477,26.63842583,9203.363281
AGO.8_1,8,22.90912437,22.90319061,20.81512642,26.09120941,14203.65723,0,22.88406944,22.72939682,20.76643753,27.62286568,14188.12305,0,22.72211075,22.52329254,20.60847473,27.33413315,14087.70898,0,22.94855309,22.71548462,20.76621628,27.85283089,14228.10254,0,22.2135582,22.17109108,20.43094254,26.29147339,13772.40625,0,18.9505825,19.01807785,17.44524956,22.26369476,11749.36133,0,18.52308846,18.56222534,17.1234951,21.47023582,11484.31445,0,22.21768951,22.1466713,21.41158104,24.19178772,13774.96777,0,26.22654724,26.42127991,23.57673073,27.14404869,16260.45898,0,27.97456551,28.18432999,24.3056488,29.36727142,17344.23047,0,26.65413284,26.63255692,23.76009178,29.37641335,16525.5625,0,26.50224304,26.74324417,23.38006401,28.2958622,16431.39063
AGO.9_1,9,19.00220108,18.93685913,17.8401947,20.37782669,5054.585449,0,19.21814728,19.15414047,18.08736801,20.67195511,5112.027344,0,19.18190956,19.08739662,18.02351379,20.85396385,5102.387695,0,18.9654007,18.888134,17.9246521,20.59714317,5044.796387,0,18.56330872,18.45787811,17.34177399,20.40167427,4937.840332,0,16.77986717,16.69529915,15.61915874,18.87846947,4463.444824,0,16.56425858,16.4631424,15.17850971,18.84069443,4406.092773,0,20.07917404,20.02091217,18.54123688,21.97099113,5341.060547,0,21.83464432,21.89629745,20.33988571,23.3141346,5808.015625,0,21.48734283,21.45702744,19.84417915,23.66936874,5715.633301,0,19.59494972,19.57725143,18.27163696,21.00106049,5212.256836,0,19.46840668,19.41043472,18.10226059,21.28955269,5178.596191
AGO.10_1,10,20.67098618,20.72419548,17.5579052,23.12352371,13126.07617,0,20.95935631,21.04624557,17.84786797,23.57667732,13309.19141,0,20.90256691,20.99689102,17.70806503,23.76388741,13273.12988,0,20.87231255,20.85625458,17.57987022,24.27158928,13253.91895,0,20.73463249,20.69208336,16.85707664,24.45033455,13166.49219,0,18.2700882,18.28313637,14.71533394,22.3499794,11601.50586,0,18.1158371,18.13928223,14.42906189,22.38062477,11503.55664,0,21.36612892,21.45075607,17.20162773,23.53710938,13567.49219,0,24.10079002,24.21356773,19.32625198,26.78705788,15304.00195,0,24.81732559,24.86118317,19.95028877,28.07947731,15759.00195,0,23.09410286,23.37501335,18.7786808,27.02225685,14664.75586,0,22.94299316,23.05779457,18.48722267,26.52306366,14568.80078
