year,month,month2,Region,GID_0,NAME_0,GID_1,NAME_1,predChange
2018,1,1,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.9113
2018,2,2,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.7685
2018,3,3,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.9021
2018,4,4,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.8718
2018,5,5,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.7864
2018,6,6,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.8916
2018,7,7,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.1120
2018,8,8,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.1628
2018,9,9,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.0968
2018,10,10,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.9443
2018,11,11,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.9441
2018,12,12,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.9440
2019,1,13,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.9470
2019,2,14,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 0.9402
2019,3,15,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.0679
2019,4,16,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.1690
2019,5,17,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.2151
2019,6,18,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.3913
2019,7,19,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.5144
2019,8,20,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.5536
2019,9,21,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.3653
2019,10,22,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.3867
2019,11,23,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.2102
2019,12,24,Northern,DZA,Algeria,DZA.2_1,Aïn Defla, 1.0283
2018,1,1,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.9109
2018,2,2,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.7731
2018,3,3,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.9040
2018,4,4,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.8629
2018,5,5,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.7884
2018,6,6,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.8924
2018,7,7,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.0948
2018,8,8,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.1625
2018,9,9,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.0726
2018,10,10,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.9332
2018,11,11,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.9443
2018,12,12,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.9420
2019,1,13,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.9514
2019,2,14,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.9197
2019,3,15,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.0368
2019,4,16,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.1143
2019,5,17,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.0969
2019,6,18,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.2036
2019,7,19,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.3201
2019,8,20,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.4239
2019,9,21,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.2092
2019,10,22,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.2488
2019,11,23,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 1.1224
2019,12,24,Northern,DZA,Algeria,DZA.3_1,Aïn Témouchent, 0.9661
2018,1,1,Northern,DZA,Algeria,DZA.4_1,Alger, 1.1113
2018,2,2,Northern,DZA,Algeria,DZA.4_1,Alger, 0.9335
2018,3,3,Northern,DZA,Algeria,DZA.4_1,Alger, 1.0826
2018,4,4,Northern,DZA,Algeria,DZA.4_1,Alger, 1.0261
2018,5,5,Northern,DZA,Algeria,DZA.4_1,Alger, 0.9212
2018,6,6,Northern,DZA,Algeria,DZA.4_1,Alger, 1.0355
2018,7,7,Northern,DZA,Algeria,DZA.4_1,Alger, 1.2668
2018,8,8,Northern,DZA,Algeria,DZA.4_1,Alger, 1.3444
2018,9,9,Northern,DZA,Algeria,DZA.4_1,Alger, 1.2943
2018,10,10,Northern,DZA,Algeria,DZA.4_1,Alger, 1.1337
2018,11,11,Northern,DZA,Algeria,DZA.4_1,Alger, 1.1445
2018,12,12,Northern,DZA,Algeria,DZA.4_1,Alger, 1.1489
2019,1,13,Northern,DZA,Algeria,DZA.4_1,Alger, 1.1656
2019,2,14,Northern,DZA,Algeria,DZA.4_1,Alger, 1.1386
2019,3,15,Northern,DZA,Algeria,DZA.4_1,Alger, 1.2744
2019,4,16,Northern,DZA,Algeria,DZA.4_1,Alger, 1.3915
2019,5,17,Northern,DZA,Algeria,DZA.4_1,Alger, 1.4358
2019,6,18,Northern,DZA,Algeria,DZA.4_1,Alger, 1.6076
2019,7,19,Northern,DZA,Algeria,DZA.4_1,Alger, 1.7583
2019,8,20,Northern,DZA,Algeria,DZA.4_1,Alger, 1.8059
2019,9,21,Northern,DZA,Algeria,DZA.4_1,Alger, 1.6274
2019,10,22,Northern,DZA,Algeria,DZA.4_1,Alger, 1.6782
2019,11,23,Northern,DZA,Algeria,DZA.4_1,Alger, 1.4958
2019,12,24,Northern,DZA,Algeria,DZA.4_1,Alger, 1.2627
2018,1,1,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9705
2018,2,2,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.8131
2018,3,3,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9366
2018,4,4,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.8898
2018,5,5,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.8099
2018,6,6,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9219
2018,7,7,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.1356
2018,8,8,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.1502
2018,9,9,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.1319
2018,10,10,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9933
2018,11,11,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9909
2018,12,12,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.0042
2019,1,13,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.0196
2019,2,14,Northern,DZA,Algeria,DZA.5_1,Annaba, 0.9970
2019,3,15,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.1134
2019,4,16,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.2248
2019,5,17,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.2741
2019,6,18,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.4817
2019,7,19,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.5841
2019,8,20,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.6311
2019,9,21,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.4653
2019,10,22,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.5166
2019,11,23,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.3239
2019,12,24,Northern,DZA,Algeria,DZA.5_1,Annaba, 1.1188
2018,1,1,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9060
2018,2,2,Northern,DZA,Algeria,DZA.6_1,Batna, 0.7673
2018,3,3,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9142
2018,4,4,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9084
2018,5,5,Northern,DZA,Algeria,DZA.6_1,Batna, 0.8400
2018,6,6,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9556
2018,7,7,Northern,DZA,Algeria,DZA.6_1,Batna, 1.1927
2018,8,8,Northern,DZA,Algeria,DZA.6_1,Batna, 1.1433
2018,9,9,Northern,DZA,Algeria,DZA.6_1,Batna, 1.1278
2018,10,10,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9378
2018,11,11,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9221
2018,12,12,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9226
2019,1,13,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9359
2019,2,14,Northern,DZA,Algeria,DZA.6_1,Batna, 0.9382
2019,3,15,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0830
2019,4,16,Northern,DZA,Algeria,DZA.6_1,Batna, 1.2132
2019,5,17,Northern,DZA,Algeria,DZA.6_1,Batna, 1.2783
2019,6,18,Northern,DZA,Algeria,DZA.6_1,Batna, 1.5251
2019,7,19,Northern,DZA,Algeria,DZA.6_1,Batna, 1.5892
2019,8,20,Northern,DZA,Algeria,DZA.6_1,Batna, 1.6327
2019,9,21,Northern,DZA,Algeria,DZA.6_1,Batna, 1.4410
2019,10,22,Northern,DZA,Algeria,DZA.6_1,Batna, 1.4370
2019,11,23,Northern,DZA,Algeria,DZA.6_1,Batna, 1.2029
2019,12,24,Northern,DZA,Algeria,DZA.6_1,Batna, 1.0250
2018,1,1,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.0731
2018,2,2,Northern,DZA,Algeria,DZA.7_1,Béchar, 0.9423
2018,3,3,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.1642
2018,4,4,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.1640
2018,5,5,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.0627
2018,6,6,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.2034
2018,7,7,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.5324
2018,8,8,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.5218
2018,9,9,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.3523
2018,10,10,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.1464
2018,11,11,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.1204
2018,12,12,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.0773
2019,1,13,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.0869
2019,2,14,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.0819
2019,3,15,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.2934
2019,4,16,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.4362
2019,5,17,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.3804
2019,6,18,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.5526
2019,7,19,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.7326
2019,8,20,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.8729
2019,9,21,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.4924
2019,10,22,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.4691
2019,11,23,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.3026
2019,12,24,Northern,DZA,Algeria,DZA.7_1,Béchar, 1.0860
2018,1,1,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9381
2018,2,2,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.7886
2018,3,3,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9095
2018,4,4,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.8554
2018,5,5,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.7722
2018,6,6,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.8824
2018,7,7,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.1232
2018,8,8,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.1278
2018,9,9,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0830
2018,10,10,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9580
2018,11,11,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9653
2018,12,12,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9736
2019,1,13,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9854
2019,2,14,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 0.9649
2019,3,15,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0756
2019,4,16,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.1716
2019,5,17,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.2101
2019,6,18,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.4423
2019,7,19,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.5483
2019,8,20,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.5729
2019,9,21,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.3812
2019,10,22,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.4347
2019,11,23,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.2717
2019,12,24,Northern,DZA,Algeria,DZA.8_1,Béjaïa, 1.0751
2018,1,1,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1204
2018,2,2,Northern,DZA,Algeria,DZA.9_1,Biskra, 0.9512
2018,3,3,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1436
2018,4,4,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1358
2018,5,5,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.0445
2018,6,6,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1895
2018,7,7,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.4809
2018,8,8,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.4442
2018,9,9,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.4078
2018,10,10,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1632
2018,11,11,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1424
2018,12,12,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1354
2019,1,13,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1635
2019,2,14,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.1554
2019,3,15,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.3330
2019,4,16,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.4964
2019,5,17,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.5681
2019,6,18,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.8706
2019,7,19,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.9535
2019,8,20,Northern,DZA,Algeria,DZA.9_1,Biskra, 2.0191
2019,9,21,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.7844
2019,10,22,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.7753
2019,11,23,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.4872
2019,12,24,Northern,DZA,Algeria,DZA.9_1,Biskra, 1.2577
2018,1,1,Northern,DZA,Algeria,DZA.10_1,Blida, 1.1766
2018,2,2,Northern,DZA,Algeria,DZA.10_1,Blida, 0.9905
2018,3,3,Northern,DZA,Algeria,DZA.10_1,Blida, 1.1552
2018,4,4,Northern,DZA,Algeria,DZA.10_1,Blida, 1.0941
2018,5,5,Northern,DZA,Algeria,DZA.10_1,Blida, 0.9802
2018,6,6,Northern,DZA,Algeria,DZA.10_1,Blida, 1.0989
2018,7,7,Northern,DZA,Algeria,DZA.10_1,Blida, 1.3530
2018,8,8,Northern,DZA,Algeria,DZA.10_1,Blida, 1.4270
2018,9,9,Northern,DZA,Algeria,DZA.10_1,Blida, 1.3737
2018,10,10,Northern,DZA,Algeria,DZA.10_1,Blida, 1.2036
2018,11,11,Northern,DZA,Algeria,DZA.10_1,Blida, 1.2157
2018,12,12,Northern,DZA,Algeria,DZA.10_1,Blida, 1.2126
2019,1,13,Northern,DZA,Algeria,DZA.10_1,Blida, 1.2304
2019,2,14,Northern,DZA,Algeria,DZA.10_1,Blida, 1.2042
2019,3,15,Northern,DZA,Algeria,DZA.10_1,Blida, 1.3549
2019,4,16,Northern,DZA,Algeria,DZA.10_1,Blida, 1.4799
2019,5,17,Northern,DZA,Algeria,DZA.10_1,Blida, 1.5250
2019,6,18,Northern,DZA,Algeria,DZA.10_1,Blida, 1.7141
2019,7,19,Northern,DZA,Algeria,DZA.10_1,Blida, 1.8710
2019,8,20,Northern,DZA,Algeria,DZA.10_1,Blida, 1.9216
2019,9,21,Northern,DZA,Algeria,DZA.10_1,Blida, 1.7241
2019,10,22,Northern,DZA,Algeria,DZA.10_1,Blida, 1.7814
2019,11,23,Northern,DZA,Algeria,DZA.10_1,Blida, 1.5871
2019,12,24,Northern,DZA,Algeria,DZA.10_1,Blida, 1.3352
2018,1,1,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.8826
2018,2,2,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.7490
2018,3,3,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.8723
2018,4,4,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.8468
2018,5,5,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.7763
2018,6,6,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.8964
2018,7,7,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.1454
2018,8,8,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.1274
2018,9,9,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.0820
2018,10,10,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.9205
2018,11,11,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.9040
2018,12,12,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.9176
2019,1,13,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.9215
2019,2,14,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 0.9170
2019,3,15,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.0527
2019,4,16,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.1682
2019,5,17,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.2108
2019,6,18,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.4671
2019,7,19,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.5520
2019,8,20,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.5759
2019,9,21,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.3741
2019,10,22,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.3986
2019,11,23,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.1897
2019,12,24,Northern,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj, 1.0035
2018,1,1,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.7878
2018,2,2,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.6648
2018,3,3,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.7730
2018,4,4,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.7451
2018,5,5,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.6855
2018,6,6,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.7865
2018,7,7,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.0020
2018,8,8,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.9967
2018,9,9,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.9539
2018,10,10,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.8162
2018,11,11,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.8159
2018,12,12,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.8176
2019,1,13,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.8216
2019,2,14,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.8106
2019,3,15,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.9228
2019,4,16,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.0255
2019,5,17,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.0639
2019,6,18,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.2829
2019,7,19,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3572
2019,8,20,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.3823
2019,9,21,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.2019
2019,10,22,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.2220
2019,11,23,Northern,DZA,Algeria,DZA.12_1,Bouira, 1.0647
2019,12,24,Northern,DZA,Algeria,DZA.12_1,Bouira, 0.9052
2018,1,1,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.0645
2018,2,2,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8933
2018,3,3,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.0288
2018,4,4,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.9747
2018,5,5,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.8762
2018,6,6,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 0.9858
2018,7,7,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.2115
2018,8,8,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.2787
2018,9,9,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.2329
2018,10,10,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.0858
2018,11,11,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.0939
2018,12,12,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.1009
2019,1,13,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.1177
2019,2,14,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.0950
2019,3,15,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.2181
2019,4,16,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.3259
2019,5,17,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.3730
2019,6,18,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.5502
2019,7,19,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.6882
2019,8,20,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.7282
2019,9,21,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.5581
2019,10,22,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.6099
2019,11,23,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.4292
2019,12,24,Northern,DZA,Algeria,DZA.13_1,Boumerdès, 1.2093
2018,1,1,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7288
2018,2,2,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.6121
2018,3,3,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7146
2018,4,4,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.6838
2018,5,5,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.6200
2018,6,6,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7064
2018,7,7,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8741
2018,8,8,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.9229
2018,9,9,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8636
2018,10,10,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7432
2018,11,11,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7504
2018,12,12,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7544
2019,1,13,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7617
2019,2,14,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.7461
2019,3,15,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8370
2019,4,16,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.9149
2019,5,17,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.9512
2019,6,18,Northern,DZA,Algeria,DZA.14_1,Chlef, 1.0607
2019,7,19,Northern,DZA,Algeria,DZA.14_1,Chlef, 1.1742
2019,8,20,Northern,DZA,Algeria,DZA.14_1,Chlef, 1.2110
2019,9,21,Northern,DZA,Algeria,DZA.14_1,Chlef, 1.0594
2019,10,22,Northern,DZA,Algeria,DZA.14_1,Chlef, 1.0747
2019,11,23,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.9541
2019,12,24,Northern,DZA,Algeria,DZA.14_1,Chlef, 0.8134
2018,1,1,Northern,DZA,Algeria,DZA.15_1,Constantine, 0.9732
2018,2,2,Northern,DZA,Algeria,DZA.15_1,Constantine, 0.8172
2018,3,3,Northern,DZA,Algeria,DZA.15_1,Constantine, 0.9568
2018,4,4,Northern,DZA,Algeria,DZA.15_1,Constantine, 0.9154
2018,5,5,Northern,DZA,Algeria,DZA.15_1,Constantine, 0.8305
2018,6,6,Northern,DZA,Algeria,DZA.15_1,Constantine, 0.9451
2018,7,7,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.1976
2018,8,8,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.1928
2018,9,9,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.1573
2018,10,10,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.0014
2018,11,11,Northern,DZA,Algeria,DZA.15_1,Constantine, 0.9960
2018,12,12,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.0008
2019,1,13,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.0115
2019,2,14,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.0007
2019,3,15,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.1310
2019,4,16,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.2530
2019,5,17,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.3008
2019,6,18,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.5551
2019,7,19,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.6508
2019,8,20,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.6861
2019,9,21,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.5002
2019,10,22,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.5311
2019,11,23,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.3274
2019,12,24,Northern,DZA,Algeria,DZA.15_1,Constantine, 1.1183
2018,1,1,Northern,DZA,Algeria,DZA.16_1,Djelfa, 0.9647
2018,2,2,Northern,DZA,Algeria,DZA.16_1,Djelfa, 0.8306
2018,3,3,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.0069
2018,4,4,Northern,DZA,Algeria,DZA.16_1,Djelfa, 0.9793
2018,5,5,Northern,DZA,Algeria,DZA.16_1,Djelfa, 0.9098
2018,6,6,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.0339
2018,7,7,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.3117
2018,8,8,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.2650
2018,9,9,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.2065
2018,10,10,Northern,DZA,Algeria,DZA.16_1,Djelfa, 1.0180
2018,11,11,Northern,DZA,Algeria,DZA.16_1,Djelfa, 0.9880
