GID_1,adm_id,mean_01,median_01,min_01,max_01,sum_01,perc_nodata_01,mean_02,median_02,min_02,max_02,sum_02,perc_nodata_02,mean_03,median_03,min_03,max_03,sum_03,perc_nodata_03,mean_04,median_04,min_04,max_04,sum_04,perc_nodata_04,mean_05,median_05,min_05,max_05,sum_05,perc_nodata_05,mean_06,median_06,min_06,max_06,sum_06,perc_nodata_06,mean_07,median_07,min_07,max_07,sum_07,perc_nodata_07,mean_08,median_08,min_08,max_08,sum_08,perc_nodata_08,mean_09,median_09,min_09,max_09,sum_09,perc_nodata_09,mean_10,median_10,min_10,max_10,sum_10,perc_nodata_10,mean_11,median_11,min_11,max_11,sum_11,perc_nodata_11,mean_12,median_12,min_12,max_12,sum_12
BFA.1_1,1,25.19576454,25.2732048,23.42925262,26.68349457,7004.422363,0,27.51876831,27.5817337,26.03204536,28.75699425,7650.217773,0,32.04738235,32.12200928,30.73490715,32.76160049,8909.171875,0,33.85646057,33.91128922,32.37678528,34.66608429,9412.095703,0,33.40322495,33.57458878,31.18865585,34.72531891,9286.09668,0,31.04255486,31.17578888,28.73563194,32.74241257,8629.830078,0,27.20512009,27.21614456,25.58690834,28.69470596,7563.023438,0,25.47891235,25.4649353,24.48688889,26.46043777,7083.137695,0,26.13610458,26.1336956,25.04512024,27.45706367,7265.836914,0,27.31521797,27.26806641,26.0602932,28.81732559,7593.630859,0,27.00672722,26.97003365,26.06224442,27.69247246,7507.870117,0,27.09216881,27.10197067,26.08846474,27.78605461,7531.623047
BFA.2_1,2,26.88193703,26.94543076,25.41509438,27.50260162,4032.290527,0,28.99077415,29.07226753,27.79347992,29.54069138,4348.616211,0,30.89770126,30.88950539,29.60331154,31.84559631,4634.655273,0,31.39996719,31.41947746,29.74522018,32.66117477,4709.995117,0,29.99466515,30.02733994,28.82535362,30.99051094,4499.199707,0,28.4197464,28.52922058,27.15099907,28.95593834,4262.961914,0,25.51758385,25.61531639,24.24383545,25.93958282,3827.637695,0,24.76083946,24.79907227,23.72914505,25.20766258,3714.125977,0,24.84854889,24.89841461,24.00613785,25.18697166,3727.282227,0,25.91242599,25.9301033,25.09550476,26.33823395,3886.86377,0,27.20692825,27.22891235,26.12829018,28.19936752,4081.039307,0,27.58252907,27.59846306,26.5711174,28.15912819,4137.379395
BFA.3_1,3,26.77225685,26.88342285,25.41726685,27.38008881,3212.670898,0,28.67374611,28.78369904,27.05601692,29.42542076,3440.849609,0,32.84409714,32.89047623,32.10070801,33.27548599,3941.291748,0,33.52654648,33.57299805,32.77797318,34.14171982,4023.185547,0,32.21990585,32.22620392,31.10324669,33.54772949,3866.388672,0,30.1426506,30.08442879,29.57438087,31.41225243,3617.118164,0,26.42486572,26.37797546,25.91796875,27.45787811,3170.983887,0,25.47763252,25.47766113,25.16991425,25.85689926,3057.315918,0,25.86310768,25.81711197,25.35587692,26.66143227,3103.572998,0,27.15799904,27.1146965,26.54939842,27.98596382,3258.959961,0,28.02020073,27.99205017,27.4185276,28.68447304,3362.424072,0,28.01654625,27.97573853,27.44339561,28.63877106,3361.985596
BFA.4_1,4,23.93635178,23.79859161,22.88756752,25.45642853,3758.00708,0,25.90069008,25.77788544,24.94271088,27.29283142,4066.408203,0,31.38900757,31.37150764,30.50557137,32.2358551,4928.074219,0,33.98964691,33.97975922,33.47673798,34.49810028,5336.374512,0,33.95718002,33.91627121,33.57973862,34.60634613,5331.277344,0,32.28026962,32.28564835,31.51599693,33.11175156,5068.002441,0,28.4523716,28.3852272,27.53365517,29.4785881,4467.022461,0,26.16980362,26.10780334,25.89710999,26.64983177,4108.65918,0,27.33261681,27.218853,26.72816277,28.25694084,4291.220703,0,28.81781769,28.80492783,27.99465942,29.58161926,4524.397461,0,27.10391617,27.05397224,26.35652351,27.89101791,4255.314941,0,26.77539635,26.70947838,25.8195343,27.83560181,4203.737305
BFA.5_1,5,26.11115837,26.17493439,24.71173668,26.99139404,4595.563965,0,28.1523571,28.22188187,26.8970871,28.93937302,4954.814941,0,32.25511169,32.28543091,31.46764374,32.77771378,5676.899414,0,33.3647728,33.39489365,32.76652908,33.98748398,5872.199707,0,32.4274559,32.44099808,31.12047195,33.5582962,5707.232422,0,30.14230537,30.11762619,28.84229279,31.4382534,5305.045898,0,26.58756256,26.50821114,25.58077431,27.73330688,4679.411133,0,25.21746063,25.21983719,24.81522369,25.71173859,4438.272949,0,25.64862633,25.53356743,25.01304436,26.57571793,4514.158203,0,26.78024101,26.50547791,26.11065865,28.05980492,4713.322266,0,27.05520439,26.97964096,26.42378235,28.02181053,4761.71582,0,27.38674164,27.40081787,26.73593903,28.03027916,4820.066406
BFA.6_1,6,26.48153687,26.43200302,25.81042862,27.37712669,2462.782959,0,28.4633503,28.44859314,27.7928009,29.40600014,2647.091553,0,32.58544922,32.57524872,32.13230896,33.21520996,3030.446777,0,33.4563446,33.43735504,33.15938187,33.90945053,3111.439941,0,32.38176346,32.41944504,31.66924477,33.20491409,3011.503906,0,29.94620705,29.90988731,29.1746788,30.77017212,2784.997314,0,26.32905769,26.29392624,25.75621223,27.11112595,2448.602295,0,25.28631973,25.27375221,24.95122337,25.63768196,2351.627686,0,25.6446228,25.62845421,25.21807098,26.24155045,2384.949951,0,26.65390396,26.62855911,26.15353584,27.38183594,2478.812988,0,27.20415115,27.2121582,26.55979538,27.93663406,2529.986084,0,27.52281761,27.5019474,27.16390419,28.13579559,2559.62207
BFA.7_1,7,25.60110855,25.59765625,24.8558445,26.21893692,512.0221558,0,27.64875221,27.70556259,26.89172363,28.13702393,552.9750366,0,32.13733673,32.16666412,31.69305038,32.54376221,642.7467041,0,33.81706238,33.84965515,33.47626495,34.14435196,676.3412476,0,33.25273895,33.28807068,32.71778488,33.6247139,665.0548096,0,31.06059837,30.99653625,30.47909737,31.63267517,621.2119751,0,27.31343651,27.30909348,26.90883827,27.70832062,546.2687378,0,25.62430191,25.65996933,25.30231476,25.90705299,512.4860229,0,26.33812904,26.3522625,25.96666718,26.64201736,526.7625732,0,27.42041969,27.38975334,27.11070824,27.71859741,548.4083862,0,27.32943344,27.28843307,26.95352745,27.9553566,546.5886841,0,27.47026634,27.47393799,27.10124779,28.02276611,549.4053345
BFA.8_1,8,25.83257675,25.83032417,23.7475338,27.63620758,9790.546875,0,27.64945602,27.65649986,25.51788902,29.53817749,10479.14355,0,32.65890503,32.776371,31.33189964,33.6959877,12377.72559,0,33.94301987,33.92193222,32.63965988,34.82068253,12864.4043,0,33.16737747,33.15119553,31.38053513,34.62214661,12570.43555,0,31.15804863,30.93431473,29.74233246,32.89548111,11808.90039,0,27.13941193,26.78578186,26.10544395,29.30147934,10285.83691,0,25.73707008,25.5824585,25.23069,26.77950478,9754.349609,0,26.40905952,26.12774658,25.57120323,28.05602646,10009.0332,0,28.14533997,28.02025986,26.98586464,29.90624619,10667.08398,0,28.05622101,28.02335739,27.27877998,28.81506538,10633.30762,0,27.81598854,27.79131508,26.74206543,28.79850006,10542.25977
BFA.9_1,9,25.81976509,25.85272408,24.35726357,26.99752808,5318.871582,0,28.31137466,28.34025955,27.13103104,29.05954552,5832.143066,0,31.42060852,31.47007751,29.71890831,32.77886581,6472.645508,0,32.29561234,32.40906906,29.82349205,34.04860306,6652.895996,0,31.24054718,31.37849426,28.92831421,32.93283463,6435.552734,0,29.01490021,29.04553032,27.1170578,30.30883408,5977.069336,0,25.81150436,25.8332634,24.29400253,26.75641823,5317.169922,0,24.8364296,24.88644028,23.78789902,25.46008301,5116.304688,0,25.10794258,25.18780899,24.0955677,25.65140724,5172.236328,0,26.1575489,26.19546127,25.38303757,26.87930679,5388.455078,0,26.6630764,26.59275818,25.8043251,27.71361923,5492.59375,0,27.21624756,27.1799736,26.45527458,28.01363373,5606.546875
BFA.10_1,10,23.88141441,23.88468742,23.07966995,24.93871689,3080.702393,0,26.1793766,26.17372131,25.59191704,27.08041382,3377.139648,0,31.19186401,31.31131744,30.35453033,31.88630676,4023.750488,0,33.67181396,33.70713043,33.37837601,33.96639252,4343.664063,0,33.95155716,33.95156479,33.24026871,34.57673264,4379.750977,0,32.15179062,32.1460762,31.35386658,33.32569504,4147.581055,0,28.46026039,28.4247303,27.62257957,29.78749657,3671.373535,0,26.04792404,25.99999619,25.52235794,26.97251511,3360.182129,0,27.08315468,27.01216698,26.30649376,28.35132027,3493.727051,0,28.47087288,28.40694046,27.55631828,29.76416588,3672.742676,0,26.67111015,26.632061,26.21134186,27.4826107,3440.573242,0,26.46424103,26.47125626,25.82323074,27.42835045,3413.887207
