GID_1,adm_id,mean_01,median_01,min_01,max_01,sum_01,perc_nodata_01,mean_02,median_02,min_02,max_02,sum_02,perc_nodata_02,mean_03,median_03,min_03,max_03,sum_03,perc_nodata_03,mean_04,median_04,min_04,max_04,sum_04,perc_nodata_04,mean_05,median_05,min_05,max_05,sum_05,perc_nodata_05,mean_06,median_06,min_06,max_06,sum_06,perc_nodata_06,mean_07,median_07,min_07,max_07,sum_07,perc_nodata_07,mean_08,median_08,min_08,max_08,sum_08,perc_nodata_08,mean_09,median_09,min_09,max_09,sum_09,perc_nodata_09,mean_10,median_10,min_10,max_10,sum_10,perc_nodata_10,mean_11,median_11,min_11,max_11,sum_11,perc_nodata_11,mean_12,median_12,min_12,max_12,sum_12
GHA.1_1,1,28.53752899,28.53037453,27.49230194,29.44037247,5707.505859,0,29.92667007,29.92463493,28.88092995,31.12633514,5985.333984,0,28.03648949,27.71559525,27.15202332,29.8680439,5607.297852,0,27.79140854,27.49896431,26.83224487,29.36075974,5558.281738,0,27.37889099,27.15516663,26.46735573,28.80744171,5475.77832,0,25.62138748,25.40102959,24.89293861,26.78617096,5124.277344,0,24.65969658,24.5186615,23.94960785,25.75936699,4931.939453,0,25.30612373,25.0592308,24.35299492,26.69502449,5061.224609,0,25.29437447,25.17857552,24.58154488,26.36118698,5058.875,0,25.50145721,25.28108597,24.65863037,26.83787918,5100.291504,0,26.60892487,26.13440132,25.4958725,28.89731026,5321.785156,0,26.85963821,26.44985771,25.69868469,29.22170448,5371.927734
GHA.2_1,2,28.66708183,28.66331482,27.4052906,29.56708527,9402.802734,0,30.29673195,30.32309151,29.11526871,31.13669205,9937.328125,0,29.46897888,29.5944252,27.47967911,32.2269783,9665.825195,0,28.96658325,29.07654953,27.05947304,31.62748337,9501.039063,0,28.50255394,28.53017044,26.77412987,30.69818115,9348.837891,0,26.55593109,26.63325882,25.18741417,28.33836555,8710.345703,0,25.28048134,25.40158844,24.11273193,26.36124611,8291.998047,0,25.80641365,25.82843971,24.56339073,27.02560234,8464.503906,0,25.63126945,25.63856888,24.44917107,26.52645111,8407.056641,0,26.24567413,26.42728043,25.01689911,27.42383385,8608.581055,0,28.16022682,28.41291046,25.91748428,30.20214272,9236.554688,0,28.28623962,28.50136566,26.12195015,30.41320229,9277.886719
GHA.3_1,3,27.71458626,27.7530365,27.10338211,28.20557785,2050.879395,3.896103896,28.74166679,28.73107719,28.18871689,29.4909687,2126.883301,3.896103896,27.44311142,27.38285446,26.91172981,28.05919647,2030.790283,3.896103896,27.36649704,27.30273819,26.7815876,28.08700943,2025.120728,3.896103896,26.67576218,26.6448555,25.98830223,27.5711174,1974.006348,3.896103896,25.21276283,25.19147873,24.6875,25.84820938,1865.744507,3.896103896,24.45303345,24.47013474,24.04613686,24.75634384,1809.524414,3.896103896,24.47006607,24.44721222,24.01478004,25.01446915,1810.784912,3.896103896,24.83205795,24.86496735,24.45355988,25.2116375,1837.572266,3.896103896,25.29777908,25.2757225,24.76647377,25.98170662,1872.035645,3.896103896,26.00640678,25.88416862,25.38456726,27.05506706,1924.474121,3.896103896,26.15957642,26.08154869,25.44499588,27.25760651,1935.808716
GHA.4_1,4,28.23670197,28.26577187,26.26611328,29.51740456,4207.268555,0,29.47565079,29.4578743,27.59624481,30.73941803,4391.87207,0,28.12009811,27.79670334,26.20598984,29.6820488,4189.894531,0,27.86369705,27.63769722,25.9647789,29.29608727,4151.690918,0,27.29488945,26.97493172,25.41188431,28.91695595,4066.938477,0,25.52804756,25.26219177,23.84521294,27.01906586,3803.679199,0,24.6406498,24.49412918,23.10627937,26.03839874,3671.456787,0,25.05013657,24.91983986,23.33215141,26.5765686,3732.470215,0,25.17502975,24.98959923,23.51574135,26.57124138,3751.079346,0,25.49052429,25.24437332,23.78234291,26.98408127,3798.088135,0,26.68950272,26.22901535,24.56212616,28.6007843,3976.73584,0,27.11830521,26.65563202,24.85970116,29.20186615,4040.627441
GHA.5_1,5,28.10822868,28.06940079,27.65141678,28.44649887,787.0303955,6.666666667,28.98907089,28.87694931,28.3141613,29.56837654,811.6939697,6.666666667,28.41514015,28.46887589,27.81510735,28.92642021,795.6239014,6.666666667,28.44179344,28.48045158,27.80765724,28.92416954,796.3702393,6.666666667,27.91636276,28.09264755,27.26749229,28.30719948,781.6581421,6.666666667,25.99226189,26.10588837,25.53085327,26.2797718,727.7833252,6.666666667,24.77577591,24.74335098,24.51934433,25.06573868,693.7217407,6.666666667,24.60041428,24.51448631,23.90640831,25.25119209,688.8115845,6.666666667,25.375,25.36196899,24.88210297,25.80763245,710.5,6.666666667,26.18125916,26.25144577,25.64144707,26.58936501,733.0752563,6.666666667,27.334589,27.50831795,26.49139977,27.84533119,765.3684692,6.666666667,27.61795998,27.74485397,26.80758667,28.05977249,773.3028564
GHA.6_1,6,28.25793839,28.23889923,26.3250103,29.39447784,15626.63965,0,29.95084953,29.93337631,28.21077728,31.11040688,16562.82031,0,31.93744087,32.06396103,29.9702301,33.56960678,17661.4043,0,31.44252968,31.46356583,29.31601715,33.77176285,17387.71875,0,30.25893593,30.22517776,28.6383152,32.14180756,16733.19141,0,28.19748878,28.10042763,26.75105286,30.070158,15593.21094,0,25.62934494,25.62974739,24.815979,26.34267998,14173.02734,0,25.86426353,25.79047394,24.68651009,27.08860397,14302.9375,0,25.52849197,25.50553513,24.68954468,26.41290474,14117.25586,0,26.60959816,26.63925934,25.68775368,27.36400795,14715.10742,0,28.48702431,28.39071846,26.72872353,30.24150467,15753.32422,0,28.77805519,28.67426872,27.11415482,30.32127571,15914.26465
GHA.7_1,7,27.48875427,27.54465103,26.50874329,27.95162773,1869.235229,0,29.4124794,29.52581787,28.47743607,29.77363396,2000.048584,0,33.11968231,33.16344452,32.21160507,33.53245163,2252.138428,0,33.26966858,33.21566391,32.0929985,33.93580246,2262.337402,0,31.64468193,31.63746262,30.59725571,32.18095779,2151.838379,0,29.74614525,29.74288368,29.08124542,30.0994606,2022.737915,0,26.08994293,26.13389587,25.4680481,26.32306671,1774.116089,0,25.52594757,25.54093552,25.00925255,25.86388779,1735.764404,0,25.60385704,25.62206268,25.08479691,25.84842491,1741.062256,0,26.68495178,26.70059586,26.27232552,27.01533127,1814.57666,0,27.75999451,27.77324677,27.15758896,28.17549706,1887.679565,0,28.00172043,28.01921272,27.48950577,28.34633064,1904.116943
GHA.8_1,8,27.40471458,27.40837097,26.93184471,27.93247795,4220.326172,0,29.22856712,29.22913742,28.83086967,29.73778152,4501.199219,0,32.29170609,32.35314178,31.3124752,33.45640564,4972.922852,0,32.58097076,32.77157593,31.19460297,33.82981873,5017.469727,0,30.72241783,30.80637741,29.75011826,31.98193169,4731.252441,0,28.87991524,28.97439766,27.81252098,29.95905876,4447.506836,0,25.61945343,25.62323761,25.06087685,26.1633091,3945.395752,0,25.24549675,25.24488449,24.89682198,25.72185707,3887.806641,0,25.19343948,25.17568207,24.87563705,25.73116302,3879.789551,0,26.16773415,26.17219543,25.78218842,26.65457535,4029.831055,0,27.57561111,27.52260971,26.96199036,28.51857948,4246.644043,0,27.9776535,27.93443108,27.35704613,28.88672829,4308.558594
GHA.9_1,9,28.43057632,28.42306137,26.40878487,29.69856644,4719.475586,2.352941176,29.82529449,29.82647514,27.85857391,30.93668938,4950.999023,2.352941176,28.91040421,28.79502487,26.63396835,30.63051605,4799.126953,2.352941176,28.54041862,28.67895508,26.23916626,29.94837189,4737.709473,2.352941176,28.0707531,28.09378815,25.81604195,29.51734924,4659.745117,2.352941176,26.12730598,26.13413239,24.12687111,27.31198692,4337.132813,2.352941176,24.83207893,24.95700645,22.69014168,26.02185631,4122.125,2.352941176,25.11577034,25.11817932,23.14520264,26.42490959,4169.217773,2.352941176,25.26616859,25.46245575,22.87118149,26.46834564,4194.184082,2.352941176,26.08862686,26.21326828,24.06191444,27.32528687,4330.711914,2.352941176,27.63059425,27.44555283,25.36069298,29.28117752,4586.678711,2.352941176,27.87833595,27.81893349,25.79252243,29.54935074,4627.803711
GHA.10_1,10,27.67453194,27.63808441,26.85924149,28.76729393,5534.90625,1.960784314,28.71477127,28.69563293,27.68647766,30.04413414,5742.954102,1.960784314,27.16192627,27.10843277,26.58793449,28.14243126,5432.385254,1.960784314,27.02089882,26.99389076,26.41804695,27.78737831,5404.179688,1.960784314,26.44554901,26.3534565,25.88083267,27.63748169,5289.109863,1.960784314,25.09911156,25.05778885,24.59869003,25.80727005,5019.822266,1.960784314,24.39955902,24.37440491,23.98594856,24.84714508,4879.911621,1.960784314,24.48121262,24.45285416,23.96230507,25.16162682,4896.242676,1.960784314,24.84875298,24.79899597,24.39528275,25.50538635,4969.750488,1.960784314,25.11330795,25.09153748,24.6761837,25.68196678,5022.661621,1.960784314,25.7713871,25.71924591,25.22619057,26.72797203,5154.277344,1.960784314,25.91490173,25.81186104,25.29820251,27.05396271,5182.980469
