GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
ZWE.1_1,632013.6200039998,302670.590027,0.478898840859
ZWE.2_1,2273941.60665,2027389.54693,0.891575025938
ZWE.3_1,1892753.74183,193764.362139,0.102371670364
ZWE.4_1,1278975.3617200004,69209.91783910003,0.0541135661488
ZWE.5_1,1539896.5563599996,146159.669451,0.0949152518378
ZWE.6_1,1738425.1733099998,238557.206192,0.137226042199
ZWE.7_1,1612721.10497,73987.8345143,0.0458776376686
ZWE.8_1,786353.3284760001,23552.1736267,0.029951133636500007
ZWE.9_1,706192.524283,28364.937221099997,0.0401660117401
ZWE.10_1,1728512.39288,242229.43192399997,0.140137515312
