GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
ZWE.1_1,633786.118868,297044.75994899985,0.468682969074
ZWE.2_1,2247905.75108,1991409.5741,0.8858954932359999
ZWE.3_1,1871661.90408,189323.644886,0.101152694551
ZWE.4_1,1260448.7762799999,67195.0089912,0.0533103845676
ZWE.5_1,1513382.4870799999,139919.833014,0.0924550364554
ZWE.6_1,1703443.69407,228506.599497,0.134143911121
ZWE.7_1,1593890.2866300002,70741.2031943,0.044382730598
ZWE.8_1,782159.2622460001,22598.992908700002,0.0288930835439
ZWE.9_1,702901.869034,27006.765595000004,0.0384218150282
ZWE.10_1,1711646.9114499998,234519.95190500002,0.13701421148
