GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
EGY.1_1,6279662.64971,4722741.250519998,0.752069261354
EGY.2_1,326371.0364300001,147398.675996,0.451629156828
EGY.3_1,6071255.6052600015,4139381.21098,0.681799858236
EGY.4_1,3384173.31126,2594983.45403,0.7667998105760001
EGY.5_1,5019035.30714,3957146.14565,0.7884276366859999
EGY.6_1,4949596.92604,4797880.02287,0.969347624577
EGY.7_1,1237196.60019,804915.695128,0.650596433101
EGY.8_1,9416787.55053,9057054.48476,0.9617987489
EGY.9_1,4155400.8485,2741043.06725,0.659633851747
EGY.10_1,5410974.81653,4084982.8160599996,0.7549439712010001
EGY.11_1,8562275.188819999,8367668.882430001,0.977271659448
EGY.12_1,5354712.63836,4851632.9891,0.906049178875
EGY.13_1,2834532.2908900003,2193350.27402,0.773796185377
EGY.14_1,236111.732329,80777.09566499999,0.34211385799500005
EGY.15_1,655659.6640259997,464196.33572400006,0.7079836707870001
EGY.16_1,6894500.3506499985,4783984.3806,0.693884130436
EGY.17_1,1500259.6572200002,924360.280588,0.6161335313790001
EGY.18_1,4475995.10209,2954204.0946400003,0.660010573573
EGY.19_1,2999320.75317,2011160.64948,0.67053870359
EGY.20_1,693894.177224,634125.2865069999,0.913864544942
EGY.21_1,1425646.4303299997,1230722.4566,0.8632732705789999
EGY.22_1,163561.30043099998,49671.8478546,0.303689489651
EGY.23_1,3361724.9377099997,2147356.10578,0.638766152963
EGY.24_1,468122.83104799996,225205.13019900004,0.481081278806
EGY.25_1,2603210.0031800005,1767794.43498,0.6790825299609999
EGY.26_1,468677.21028800006,161493.652348,0.344573298644
EGY.27_1,4822599.301230001,3652833.0830700006,0.757440719186
