GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
MOZ.1_1,2093196.33645,289675.067402,0.138388866041
MOZ.2_1,1480162.0094899999,352725.69434,0.238302085906
MOZ.3_1,1460109.01165,96176.31651739999,0.0658692712325
MOZ.4_1,2183980.813,285748.089566,0.130838186794
MOZ.6_1,772734.328274,245810.585529,0.318104912044
MOZ.5_1,2382245.9728999995,2294819.14941,0.963300673195
MOZ.7_1,5631525.969409999,707229.654497,0.125584017252
MOZ.8_1,1991574.0708600003,114351.99239300001,0.057417895757
MOZ.9_1,2209225.5517800003,354231.514272,0.16034194154
MOZ.10_1,3155490.42261,192241.99970699998,0.0609230179656
MOZ.11_1,5423578.51608,337428.06215199997,0.0622150230059
