GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
KEN.1_1,734827.1680339999,32387.963108099997,0.0440756201145
KEN.2_1,1019469.9203499998,24898.345992999995,0.0244228353343
KEN.3_1,1999547.7969799999,239065.159241,0.119559612229
KEN.4_1,919337.6505120001,96889.835907,0.105390914702
KEN.5_1,474649.37690500007,8866.67437744,0.0186804719628
KEN.6_1,625391.93637,59986.3283234,0.0959179753285
KEN.7_1,1314437.1204700002,324521.962496,0.246890442641
KEN.8_1,1143800.5847,93054.85988710004,0.0813558422087
KEN.9_1,179014.048607,43222.2322693,0.241446035133
KEN.10_1,961499.8280799999,310312.6483690001,0.322738121533
KEN.11_1,1800604.8074400001,190781.72405999998,0.105954245636
KEN.12_1,1035527.4025399999,63534.28744510001,0.061354520690900013
KEN.13_1,1806378.2141900002,782881.0198060002,0.433398174123
KEN.14_1,1423305.94576,260984.436117,0.183364958809
KEN.15_1,609546.7612129999,111189.21823099999,0.18241294238000005
KEN.16_1,1399702.80682,217144.527405,0.155136166297
KEN.17_1,1187815.69306,345067.84548999986,0.290506218689
KEN.18_1,1220894.0472400002,38926.6879673,0.0318837560518
KEN.19_1,810820.6079019998,112515.935341,0.138767976843
KEN.20_1,540104.2727140001,73658.7450447,0.136378749004
KEN.21_1,103183.976,1499.66005325,0.0145338463528
KEN.22_1,1310328.46954,179447.472782,0.136948465178
KEN.23_1,1074406.2670300002,32040.42342380001,0.029821515759
KEN.24_1,2275234.94559,300917.64126999996,0.13225783203299998
KEN.25_1,349224.026058,35577.249445400004,0.101875148302
KEN.26_1,1646051.65095,261723.17237,0.159000583134
KEN.27_1,1128799.1307499998,116656.83216099998,0.103345962079
KEN.28_1,1166599.49803,987341.6759030002,0.8463415915829999
KEN.29_1,1094698.0970499995,102881.79570800002,0.0939818896052
KEN.30_1,4508660.976009999,4306100.8642,0.955073110866
KEN.31_1,2221095.5148400003,692462.1499600001,0.311766038576
KEN.32_1,1057967.8188,41318.8979797,0.0390549667442
KEN.33_1,1214795.4851099998,36610.003133800004,0.030136762593
KEN.34_1,731453.1901249998,65672.16412350001,0.08978313993310001
KEN.35_1,692457.1550489999,68276.467598,0.0986002774326
KEN.36_1,797135.0584229999,113969.578766,0.142973988613
KEN.37_1,304357.139072,10698.0275879,0.0351495865039
KEN.38_1,1037614.18056,80795.78166959996,0.07786688268469999
KEN.39_1,375659.51344600006,22224.4413452,0.0591611300918
KEN.40_1,366554.2427649999,7533.73722076,0.0205528577815
KEN.41_1,425447.9101580001,18521.7297058,0.0435346590348
KEN.42_1,1117043.87712,185664.023422,0.166210143778
KEN.43_1,1147815.1422,25038.4080105,0.0218139725553
KEN.44_1,1263532.3068099995,313691.46722399996,0.248265489955
KEN.45_1,692757.7168089999,114038.93353299999,0.164615897833
KEN.46_1,1502671.57683,125171.720491,0.0832994530682
KEN.47_1,734034.0164120002,12432.778633100002,0.0169376055539
