GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
LBY.1_1,189665.177561,56612.686676,0.298487510486
LBY.2_1,260373.753635,75337.4198151,0.289343371839
LBY.3_1,344096.918204,88659.0940552,0.257657332469
LBY.4_1,252670.381579,130621.02637900002,0.5169621605929999
LBY.5_1,61209.77807239999,7617.756652830001,0.124453263722
LBY.6_1,60233.965399199995,4176.98477173,0.0693460034392
LBY.7_1,138713.299888,11792.0353088,0.08501012749549999
LBY.8_1,652050.727922,238128.944908,0.365200029248
LBY.9_1,212932.48488800004,38565.3654022,0.181115462126
LBY.10_1,362572.6136070001,151226.20397899998,0.417092185961
LBY.11_1,427239.951896,247444.75327299995,0.5791704454950001
LBY.12_1,910159.3075079999,438209.887455,0.481465040065
LBY.13_1,171523.173939,39454.5201721,0.230024429155
LBY.14_1,28680.1642885,1394.0703678099994,0.0486074749707
LBY.15_1,454715.38008599996,244538.64563,0.537783977273
LBY.16_1,92408.97866480002,6056.351078030001,0.0655385565941
LBY.17_1,126913.800193,17302.9368,0.136336133452
LBY.18_1,158879.692372,48564.3594208,0.305667506626
LBY.19_1,170782.22991,25694.679554,0.150452887092
LBY.20_1,1545388.6553200001,1261026.16797,0.8159928983750001
LBY.21_1,93412.3688946,6518.02941132,0.069776941624
LBY.22_1,90739.19239889999,5527.25326538,0.0609136263973
