GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
TZA.1_1,1997710.0565100003,633682.334072,0.317204357062
TZA.2_1,6088150.492430001,5817730.052,0.955582497383
TZA.3_1,2361358.1641599997,302850.706497,0.128252761946
TZA.4_1,2273459.5131399995,250725.42661999998,0.110283655887
TZA.5_1,1014786.30735,192850.92608700003,0.190040922596
TZA.6_1,2757451.1111799995,236323.583263,0.08570363489119999
TZA.7_1,684060.703802,81107.50924489996,0.118567707214
TZA.8_1,2460737.3804800007,419519.86153600004,0.170485426386
TZA.9_1,1814653.5293,242713.399492,0.133751923204
TZA.10_1,906557.0788430005,88702.12568239999,0.0978450532818
TZA.11_1,1729104.17007,69279.47203430001,0.0400666849537
TZA.12_1,2011153.9024900002,249509.88366,0.124063048259
TZA.13_1,3197678.8881900012,810697.4760149999,0.253526856311
TZA.14_1,2562071.5439700005,416914.7176,0.162725634489
TZA.15_1,1360945.20388,220401.201569,0.161947153302
TZA.16_1,3229702.88827,910238.1858409999,0.281833412339
TZA.17_1,735734.814655,107262.404104,0.145789490952
TZA.18_1,220292.395556,51653.81384280001,0.234478424516
TZA.19_1,199879.892689,38227.69061279998,0.191253307667
TZA.20_1,1261228.3649700002,228418.89216199997,0.181108273891
TZA.21_1,1221726.7429000004,137856.868879,0.11283772715999998
TZA.22_1,1567250.5073799998,278869.733265,0.17793564714200005
TZA.23_1,1741874.86625,254736.843805,0.146242906847
TZA.24_1,1932050.20308,81967.00080969997,0.0424248814441
TZA.25_1,1579442.89545,94811.85287619999,0.0600286677976
TZA.26_1,2747308.42907,278008.368872,0.101192995271
TZA.27_1,2345402.93199,317262.841112,0.135270079518
TZA.28_1,219932.313652,61690.24214169999,0.280496490567
TZA.29_1,125560.17411800001,9220.75636292,0.073436951069
TZA.30_1,750936.0014779998,691281.1561889999,0.920559348371
