GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
CIV.1_1,5187240.3460800005,4891834.93438,0.943051527982
CIV.2_1,2529868.7935800003,378566.096043,0.149638628297
CIV.3_1,1329769.18014,222148.852325,0.16705820502000002
CIV.4_1,323587.795771,21087.261089299995,0.0651670469804
CIV.5_1,1790338.52815,292897.279778,0.163598825123
CIV.6_1,1387938.8253799998,119701.097744,0.0862437850683
CIV.7_1,1536262.70935,206721.912533,0.134561563771
CIV.8_1,2691046.109299999,334614.108166,0.124343506048
CIV.9_1,2604614.7585299998,438502.21831500006,0.168355883295
CIV.10_1,1850363.3682,355788.065192,0.192280106333
CIV.11_1,1530600.3916199997,518374.1612359999,0.338673741412
CIV.12_1,965163.7389,69046.39125060003,0.0715385260218
CIV.13_1,387678.09486499993,153977.097458,0.397177708768
CIV.14_1,1013506.2909799998,80594.36279009999,0.0795203379667
