GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
BEN.1_1,1151204.15043,39588.5007191,0.0343887751832
BEN.2_1,1005822.11975,23190.0801468,0.023055846249000003
BEN.3_1,1876295.01226,944394.9650569999,0.503329678375
BEN.4_1,1619203.71667,194556.300224,0.120155542024
BEN.5_1,846378.8448009999,54259.4832153,0.0641077970564
BEN.6_1,692797.4364889999,34788.7716217,0.0502149254449
BEN.7_1,902741.2915950001,123109.47995,0.13637293552000002
BEN.8_1,612597.505859,604513.4873049997,0.986803703122
BEN.9_1,589475.8568020001,115608.444749,0.196120745939
BEN.10_1,1405516.57355,965660.490805,0.68705023404
BEN.11_1,784353.6576940002,117332.22640999999,0.149590972464
BEN.12_1,1034646.85578,285504.54458600003,0.275943954201
