GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
BWA.1_1,667491.2881150001,53307.148264899995,0.07986193859610001
BWA.2_1,28588.3713671,510.719573975,0.0178645914248
BWA.3_1,95274.1351147,77712.11272429996,0.8156685193809999
BWA.4_1,171577.79814,121823.82273900002,0.7100209004870001
BWA.5_1,54485.474673599994,1342.8728332499998,0.0246464372623
BWA.6_1,806.022631645,0.0,0.0
BWA.7_1,58522.0117618,861.3272686,0.014718005117600004
BWA.8_1,110054.54255799999,23729.15296940001,0.215612662757
BWA.9_1,380005.590662,79968.75109859997,0.210440985774
BWA.10_1,38546.626220699996,35740.8269653,0.927210250792
BWA.11_1,90433.34796910001,8563.1124382,0.0946897646776
BWA.12_1,178606.32930899996,11899.362052,0.0666234063375
BWA.13_1,39956.23177340002,19894.4072495,0.4979049917
BWA.14_1,200113.28556400002,15638.265747100002,0.07814706406439999
BWA.15_1,241936.50556199995,33635.599775300005,0.13902655863
BWA.16_1,277.35768890400004,234.15142059299998,0.844221847674
