GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
BFA.1_1,1857724.4689099998,44136.294635800004,0.0237582566061
BFA.2_1,1012980.65654,41327.6426306,0.0407980570643
BFA.7_1,3704481.65105,2631825.47768,0.7104436532799999
BFA.3_1,1620745.3111299998,69666.44639209997,0.0429842035721
BFA.4_1,1647935.0817999996,52171.5898209,0.0316587652008
BFA.5_1,1626353.5817799997,72505.09004969997,0.0445813818483
BFA.6_1,839148.891442,13929.931732199999,0.016600071661
BFA.8_1,1881470.70582,39633.663559900015,0.0210652567894
BFA.9_1,2297293.26795,321477.04191599996,0.139937310748
BFA.10_1,1527964.1627599997,45949.4053574,0.0300723056714
BFA.11_1,887431.2367169998,31728.4853668,0.0357531761944
BFA.12_1,1400211.0172800005,17824.6880074,0.0127300012551
BFA.13_1,875482.345033,12529.3461838,0.0143113636213
