GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
MAR.1_1,2077540.7413800003,932471.857568,0.44883445075
MAR.2_1,2244246.48299,904651.666273,0.403098177107
MAR.3_1,1935481.3701400002,1380077.8586300004,0.713041148275
MAR.4_1,2161142.92612,903429.2051009998,0.418033066755
MAR.5_1,4376458.37394,4261302.62749,0.973687457617
MAR.6_1,409935.870695,173520.150988,0.4232860878800001
MAR.7_1,12527.3656598,1905.56018066,0.152111803264
MAR.8_1,3787443.40684,1409876.25284,0.372250117399
MAR.9_1,2497414.4585700002,1203218.2027400006,0.481785551698
MAR.10_1,2151473.6280799997,1315446.49405,0.611416508611
MAR.11_1,2792525.9502200005,2126868.42573,0.761628884975
MAR.12_1,3703062.73006,1530027.02459,0.413178802554
MAR.13_1,1658088.41424,586465.823094,0.353699970434
MAR.14_1,3128443.94242,1906328.7564000003,0.6093536567979999
MAR.15_1,1753727.9784899997,386155.980694,0.220191492313
