GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
NGA.1_1,3965410.34171,1361759.68669,0.343409526214
NGA.2_1,4420986.05275,765433.2366029999,0.173136315625
NGA.3_1,5714252.59076,987258.3983459999,0.172771221199
NGA.4_1,5734397.20763,4319037.92915,0.753180809206
NGA.5_1,6821541.568659999,932340.920918,0.136675986144
NGA.6_1,2446711.4275,478763.622658,0.19567637494
NGA.7_1,6016837.678569999,985150.7647899999,0.16373231544800002
NGA.8_1,6221307.94571,1154809.34704,0.185621634087
NGA.9_1,4042229.55141,681052.6519470001,0.16848440774700002
NGA.10_1,5926188.598310001,2132920.03313,0.359914302042
NGA.11_1,3020814.57267,392468.94396999996,0.129921560734
NGA.12_1,4461837.161669999,1723769.7485400003,0.3863363197900001
NGA.13_1,3389722.0744800004,1218723.0524,0.359534801267
NGA.14_1,4544237.753420001,1200498.16859,0.264180316641
NGA.15_1,4074394.7103800005,2168043.94453,0.5321143626579999
NGA.16_1,3463862.2249300005,557051.269165,0.160817963589
NGA.17_1,5661340.15543,2762604.5865599997,0.48797714158
NGA.18_1,6086946.98812,959594.9790879999,0.157647993479
NGA.19_1,8700496.251199998,2522513.32161,0.289927522383
NGA.20_1,13809979.3071,5985866.046470001,0.433444968552
NGA.21_1,8220551.846459999,1929169.8522300003,0.234676441225
NGA.22_1,4675885.28806,651759.6796190001,0.139387439911
NGA.23_1,4689914.31342,1017310.24359,0.21691446274
NGA.24_1,3330673.1521099997,1119992.62933,0.33626614746600003
NGA.25_1,13147916.557299998,12459554.0767,0.947644748307
NGA.26_1,2629203.87751,500066.281647,0.190196844727
NGA.27_1,5863661.53685,1221540.51514,0.20832384466
NGA.28_1,5518945.361409999,2883196.85178,0.522418082255
NGA.29_1,4891203.13494,1508289.73967,0.308367838763
NGA.30_1,4939764.727159998,2104226.54794,0.4259770787
NGA.31_1,8195309.619749998,4328513.77089,0.5281696448
NGA.32_1,4503467.7756400015,1008861.0681200002,0.224018715883
NGA.33_1,7288643.491789999,2044760.99106,0.280540678573
NGA.34_1,5287971.23496,1098879.9076800002,0.207807466957
NGA.35_1,3204249.7213300006,379248.840504,0.118358078641
NGA.36_1,3480511.4474699995,490502.646111,0.140928324332
NGA.37_1,4687005.19709,682244.8885769999,0.145560941345
