GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
KEN.1_1,762077.287154,33569.2974052,0.044049728250699985
KEN.2_1,1056479.3207299998,25613.269760099996,0.0242439859044
KEN.3_1,2051664.6283099998,243705.16912799995,0.118784115964
KEN.4_1,942942.984653,99066.7080383,0.105061185725
KEN.5_1,491954.0256110001,9181.53552246,0.0186634015466
KEN.6_1,638085.244946,61285.13560489999,0.0960453733891
KEN.7_1,1435477.25349,346235.964354,0.241199199439
KEN.8_1,1168319.44774,93530.40382000002,0.08005550536789999
KEN.9_1,182688.090166,43527.156494099996,0.238259409546
KEN.10_1,995579.179644,319771.294518,0.321191223216
KEN.11_1,1847144.0765,194325.12765500005,0.105203015903
KEN.12_1,1073262.06249,64857.93075559999,0.0604306562417
KEN.13_1,1837037.03406,793524.0856019999,0.43195867633
KEN.14_1,1465873.21907,266905.504787,0.182079528649
KEN.15_1,619621.83443,112131.666901,0.180967907634
KEN.16_1,1430153.2864700004,220357.875336,0.15407989998
KEN.17_1,1214204.48735,351845.892578,0.289774824787
KEN.18_1,1245930.9300300002,38893.6178131,0.0312165119877
KEN.19_1,835119.5825489999,115275.395269,0.138034597293
KEN.20_1,559929.7126689999,75865.7231445,0.135491511574
KEN.21_1,106866.61129,1578.65297508,0.0147721814702
KEN.22_1,1336863.9160200001,180885.78553800003,0.135306057236
KEN.23_1,1096162.34499,32068.141464199995,0.029254919776
KEN.24_1,2479171.4066200005,321336.0959169999,0.129614311886
KEN.25_1,356342.6855990001,35585.2738199,0.0998625066769
KEN.26_1,1679868.7157999994,265798.21801199997,0.158225589602
KEN.27_1,1153194.49375,117689.56216399994,0.10205525850299997
KEN.28_1,1197255.69091,1012705.2957199998,0.845855487185
KEN.29_1,1112823.01172,104322.86750000002,0.09374614507539998
KEN.30_1,4681758.29565,4468555.96625,0.954461055882
KEN.31_1,2302036.74819,714020.260971,0.310168923903
KEN.32_1,1096568.91921,42335.816009500006,0.0386075286905
KEN.33_1,1259032.1033299998,37130.54033660002,0.029491337225200007
KEN.34_1,747433.5823819999,66415.0867004,0.0888575095713
KEN.35_1,704035.9100519998,68867.90606689999,0.097818740612
KEN.36_1,810358.949561,115666.66535899999,0.14273509957699998
KEN.37_1,315654.468204,10534.0662842,0.0333721437372
KEN.38_1,1059999.7043299999,81540.28299710003,0.07692481673719999
KEN.39_1,386398.380693,22437.993102999993,0.058069583684
KEN.40_1,380810.534199,7206.196228030001,0.0189233111505
KEN.41_1,434045.43563900003,18695.0742188,0.0430716986835
KEN.42_1,1157892.53654,190696.623749,0.164692851652
KEN.43_1,1192833.9412200002,24821.583032600003,0.0208089174653
KEN.44_1,1309572.1854200005,323154.7138209999,0.246763574715
KEN.45_1,710524.9448579998,115855.20581100002,0.163055789455
KEN.46_1,1637173.3094799998,134086.53381500006,0.0819012459088
KEN.47_1,760939.081473,12728.496666,0.0167273530509
