GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
BEN.1_1,1098364.76139,38943.221534699995,0.0354556363274
BEN.2_1,975032.6386480002,22084.7670403,0.0226502848878
BEN.3_1,1775725.5553599999,898046.918648,0.505735199866
BEN.4_1,1542651.8282,185027.385094,0.119941118087
BEN.5_1,823655.5264609999,51220.9437561,0.0621873369516
BEN.6_1,665125.4281689997,32056.978775000003,0.04819689252180001
BEN.7_1,874321.7210309999,119567.252792,0.13675429755
BEN.8_1,614406.051758,606649.825684,0.987376058468
BEN.9_1,571974.7589959999,114420.294802,0.200044307904
BEN.10_1,1350741.2377900002,938512.533777,0.6948129719589999
BEN.11_1,755079.3280239999,115068.86628699998,0.152393082444
BEN.12_1,1001396.51183,278673.451431,0.27828482338300004
