GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
GHA.1_1,6584455.2085799975,4060406.7593200007,0.6166655601250001
GHA.2_1,2827764.2841300005,418774.997375,0.148094025986
GHA.3_1,2940388.7566400003,1000394.49774,0.340225249291
GHA.4_1,3234421.79321,749114.0577559998,0.231606792697
GHA.5_1,5273080.7419,4702207.372090002,0.8917381701980001
GHA.6_1,3338850.62371,372974.470024,0.111707444285
GHA.7_1,1164392.36806,115172.777046,0.0989123427852
GHA.8_1,834728.415684,60737.856842,0.0727636147288
GHA.9_1,2737302.3372,502579.4087829999,0.183603908839
GHA.10_1,2989004.40399,959628.9900969999,0.321053053256
