GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
BFA.1_1,1897808.77605,45723.509053199996,0.0240927903961
BFA.2_1,1074164.84196,41966.7435474,0.039069183711900005
BFA.7_1,3952489.1844700007,2814516.82538,0.712087166851
BFA.3_1,1672444.5283200003,70505.95019719999,0.0421574222662
BFA.4_1,1692066.0671700002,54191.4456253,0.0320267906063
BFA.5_1,1669458.91263,74047.1910133,0.0443540062311
BFA.6_1,860353.5608889998,14091.764560700005,0.0163790390385
BFA.8_1,1954248.05173,41177.9322681,0.0210709854523
BFA.9_1,2386699.2574400003,322972.11518099986,0.135321664082
BFA.10_1,1562666.10888,47141.851593,0.030167577913900005
BFA.11_1,905748.86959,32993.957344099996,0.0364272685861
BFA.12_1,1446460.3623600001,17161.924190499998,0.0118647732334
BFA.13_1,903820.4707780001,12205.375422499998,0.0135042033425
