GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
AGO.1_1,463573.31142700004,37717.206939699994,0.08136190330630001
AGO.2_1,1985734.65182,404032.962521,0.203467750412
AGO.3_1,1157086.4540499998,63146.29526329999,0.05457353255
AGO.4_1,1084545.14226,207010.78869600003,0.19087337228300005
AGO.5_1,451650.201287,49805.8031328,0.110275170897
AGO.6_1,390534.58304299996,39318.086998,0.1006776063
AGO.7_1,1854679.47919,105166.88639600002,0.0567035369594
AGO.8_1,1145519.8478299999,50730.7609377,0.0442862347901
AGO.9_1,1750512.9735100004,207822.49923699998,0.118720913459
AGO.10_1,2892044.30393,298043.77780700003,0.103056435685
AGO.11_1,11952542.2752,10508723.717500003,0.8792040618260001
AGO.12_1,854889.3723779998,49968.79311559999,0.0584505957497
AGO.13_1,513237.5442279999,61704.69415090001,0.120226384147
AGO.14_1,954927.942806,123317.09654899998,0.129137593551
AGO.15_1,1015331.6697399999,45590.7608995,0.044902333157
AGO.16_1,572060.024522,61668.9833915,0.107801595546
AGO.17_1,1057211.57454,153252.403986,0.144959067491
AGO.18_1,699934.5330920003,33487.84361950002,0.0478442511924
