GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
UGA.1_1,243472.322859,20196.1750374,0.082950599067
UGA.2_1,1169279.2721400002,46917.992082599994,0.0401255655518
UGA.3_1,1366346.1542999996,242473.95465100004,0.17746158533
UGA.4_1,702791.2635169999,39803.0592499,0.056635677357
UGA.5_1,323694.954406,36702.171073900005,0.113385057673
UGA.6_1,954590.201658,61519.517379799996,0.0644459971126
UGA.7_1,374309.1189580001,77334.73828129999,0.206606610324
UGA.8_1,956819.816084,117521.48976499998,0.12282510018
UGA.9_1,704680.835503,59566.4782944,0.0845297264993
UGA.10_1,1148111.4235800002,192543.283585,0.167704353106
UGA.11_1,507328.980576,195274.343887,0.384906739736
UGA.12_1,581394.264724,64306.478775,0.11060734974000001
UGA.13_1,532573.336466,63552.634551999996,0.119331236096
UGA.14_1,266381.47937,7823.474182129999,0.0293694373972
UGA.15_1,54702.82058119999,0.0,0.0
UGA.16_1,1659733.3439799997,1655476.4204099998,0.997435176207
UGA.17_1,1228216.3101700002,93378.73069760001,0.07602791945069999
UGA.18_1,504473.9029109999,27294.885032700004,0.054105643275499986
UGA.19_1,274380.83825,14669.764587399999,0.0534649747445
UGA.20_1,344228.167875,24139.927002,0.07012769219619999
UGA.21_1,780236.4846969999,145976.89089099993,0.187093136189
UGA.22_1,510101.1168410001,16694.5958767,0.032728012791
UGA.23_1,401952.728848,44009.2680511,0.109488665936
UGA.24_1,1036015.8282699998,35330.8150635,0.0341025823153
UGA.25_1,439345.650079,22910.527984599994,0.0521469325586
UGA.26_1,314952.04308600014,37963.18309019999,0.120536392519
UGA.27_1,366106.829658,37497.3005753,0.102421745615
UGA.28_1,505955.81246799993,12198.909297900002,0.0241106219106
UGA.29_1,694351.3873020002,27232.1558228,0.0392195598955
UGA.30_1,919363.902515,37336.64865110001,0.0406113928869
UGA.31_1,9884.3769719,1624.68656921,0.16436914272199998
UGA.32_1,118100.668143,13337.945812700002,0.112937090217
UGA.33_1,1229249.6512700005,136806.023949,0.111292302428
UGA.34_1,742800.8350499999,135852.39264700006,0.182892083903
UGA.35_1,977399.858159,161621.460304,0.16535858784399998
UGA.36_1,788596.0536069999,55427.9133091,0.0702868256258
UGA.37_1,548367.916203,63407.09107969999,0.115628739768
UGA.38_1,1246787.5807,246869.01138300003,0.198004066775
UGA.39_1,1790299.31408,207234.37560300005,0.11575403843
UGA.40_1,290594.16106300004,6316.75176144,0.02173736643
UGA.41_1,121517.26380799999,9477.76594925,0.0779952218495
UGA.42_1,567620.5214709999,50755.9594421,0.0894188238835
UGA.43_1,1204166.1632899996,135575.218491,0.112588463805
UGA.44_1,1275283.26953,335673.29673,0.263214694923
UGA.45_1,349165.903455,4995.125686650002,0.014305880491799997
UGA.46_1,210706.020716,11510.224960299998,0.0546269390936
UGA.47_1,733024.817116,57619.15275569999,0.0786046412213
UGA.48_1,547896.986878,43221.6535339,0.0788864596248
UGA.49_1,450235.68501300004,22994.492897000004,0.0510721243616
UGA.50_1,949895.528633,59017.42617799999,0.0621304389788
UGA.51_1,687789.783369,53071.587883,0.0771625126838
UGA.52_1,339234.93375,26929.5012703,0.07938304281519999
UGA.53_1,288908.874042,14545.155319200001,0.0503451317217
UGA.54_1,497928.96243500005,77981.31512449998,0.156611326128
UGA.55_1,701899.36235,74382.1443558,0.105972662672
UGA.56_1,893434.078506,71662.9232178,0.0802106444581
UGA.57_1,2768737.8423800003,2041155.8912700003,0.737215297175
UGA.58_1,633200.3044510001,65008.70733639999,0.102666892103
