GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
NAM.1_1,83933.7348654,24411.288237599998,0.290840009404
NAM.2_1,200342.16696899995,135932.59263000006,0.6785021580159999
NAM.3_1,90550.5032648,35072.983743699995,0.387330632952
NAM.4_1,235395.51957400003,57565.9906464,0.244550069392
NAM.5_1,439959.806217,394654.5343,0.897024066115
NAM.6_1,103216.534611,11433.037719700002,0.110767502153
NAM.7_1,258248.119197,6020.502197270002,0.0233128598032
NAM.8_1,75063.71475679996,15158.125747699998,0.201936791922
NAM.9_1,255577.17499699997,3422.28942871,0.0133904345282
NAM.10_1,190303.981723,66614.72232819999,0.35004376537500004
NAM.11_1,203231.646994,26301.814498900003,0.129417907535
NAM.12_1,155213.107861,71264.1604538,0.459137513809
NAM.13_1,101624.61493099999,30469.5591888,0.299824596723
