GID_1,adm_id,mean_01,median_01,min_01,max_01,sum_01,perc_nodata_01,mean_02,median_02,min_02,max_02,sum_02,perc_nodata_02,mean_03,median_03,min_03,max_03,sum_03,perc_nodata_03,mean_04,median_04,min_04,max_04,sum_04,perc_nodata_04,mean_05,median_05,min_05,max_05,sum_05,perc_nodata_05,mean_06,median_06,min_06,max_06,sum_06,perc_nodata_06,mean_07,median_07,min_07,max_07,sum_07,perc_nodata_07,mean_08,median_08,min_08,max_08,sum_08,perc_nodata_08,mean_09,median_09,min_09,max_09,sum_09,perc_nodata_09,mean_10,median_10,min_10,max_10,sum_10,perc_nodata_10,mean_11,median_11,min_11,max_11,sum_11,perc_nodata_11,mean_12,median_12,min_12,max_12,sum_12,perc_nodata_12
LBY.1_1,1.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0,170.22038073908175,170.0,170,293,760034,0.0
LBY.2_1,2.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0,170.0,170.0,170,170,80750,0.0
LBY.3_1,3.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0,170.0,170.0,170,170,785740,0.0
LBY.4_1,4.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0,170.0,170.0,170,170,15980,0.0
LBY.5_1,5.0,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933,170.0,170.0,170,170,995180,0.06828269033799933
LBY.6_1,6.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0,170.27356038845576,170.0,170,1170,3734610,0.0
LBY.7_1,7.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0,170.0,170.0,170,170,93840,0.0
LBY.8_1,8.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0,170.0,170.0,170,170,77350,0.0
LBY.9_1,9.0,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823,170.0,170.0,170,170,1760180,0.3848374061958823
LBY.10_1,10.0,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698,170.0,170.0,170,170,59330,0.5698005698005698
