GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
SEN.1_1,3541487.4882300003,3319453.54079,0.937304890056
SEN.2_1,1760349.02765,290044.110168,0.164765115106
SEN.3_1,861788.159249,42013.75235369999,0.0487518329218
SEN.4_1,681327.523086,13833.968400999998,0.020304432056900003
SEN.5_1,1140161.13506,130483.297104,0.114442856445
SEN.6_1,185399.11426400003,3133.91527176,0.0169036151235
SEN.7_1,792309.7104109997,31307.6188698,0.039514369770300005
SEN.8_1,1029142.8157299999,46254.6044693,0.0449447868287
SEN.9_1,665465.5055880003,16142.5075636,0.0242574670333
SEN.10_1,1059800.0135700002,139183.299274,0.131329776837
SEN.11_1,540251.3264869999,15438.989582099995,0.0285774209616
SEN.12_1,815771.4826249998,15959.7956352,0.019564051913
SEN.13_1,2082375.67768,419601.18026,0.201501191527
SEN.14_1,652358.7899160002,71130.44250489997,0.10903576928
