GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
ZMB.1_1,2095458.74165,585516.9257889999,0.279421834537
ZMB.2_1,2446494.4896,1108349.76685,0.453035872985
ZMB.3_1,2012971.79198,131426.571441,0.0652898227211
ZMB.4_1,1463569.60423,99727.45619649996,0.0681398793117
ZMB.5_1,2763220.91739,2011115.73525,0.727815761162
ZMB.6_1,963845.028503,78478.5633142,0.0814223874102
ZMB.7_1,981318.749885,57800.7810144,0.0589011277133
ZMB.8_1,1489418.9787299999,78735.08751870003,0.052862954375599985
ZMB.9_1,2039459.51253,208781.013628,0.102370756735
ZMB.10_1,1053771.52175,61586.69875030001,0.0584440720585
