GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
AGO.1_1,489256.78106199997,41273.122781800004,0.0843588160234
AGO.2_1,1975937.3391200001,441086.241108,0.223228860741
AGO.3_1,1115530.4362800005,54704.9125462,0.0490393724519
AGO.4_1,1219520.9405,292639.659088,0.239962799629
AGO.5_1,437119.26375900005,53298.1780009,0.121930517412
AGO.6_1,371217.57588600006,36939.13929750001,0.09950805591389998
AGO.7_1,1871639.77018,115884.63395500006,0.0619160993485
AGO.8_1,1194973.1565100001,54284.26917459999,0.045427187112
AGO.9_1,1716069.1218300003,210228.633369,0.122505923972
AGO.10_1,3045001.01602,339117.504511,0.111368601431
AGO.11_1,14014668.184600005,12438923.408700002,0.8875646033750001
AGO.12_1,869327.4284620001,49888.41670040001,0.0573873721995
AGO.13_1,512441.3747660001,60005.5859413,0.11709746499000001
AGO.14_1,951393.940617,131930.654816,0.138670900858
AGO.15_1,1103725.97,42012.2418537,0.038064014978
AGO.16_1,601253.655183,69382.15514470001,0.115395814307
AGO.17_1,980968.620198,143410.30445100006,0.146192550402
AGO.18_1,739779.477198,39914.7213125,0.0539548913464
