GID_1,total_pop_SUM,urban_pop_SUM,prp_urban_pop
BWA.1_1,659425.8306009999,49722.784297900005,0.0754031492102
BWA.2_1,27896.007530400002,479.00203704800003,0.017170988949799997
BWA.3_1,92214.6226997,74617.865036,0.8091760596259999
BWA.4_1,162379.32211499993,113003.872589,0.695925263864
BWA.5_1,52996.386180199996,1154.8551979100002,0.0217912065548
BWA.6_1,717.2994670870003,0.0,0.0
BWA.7_1,57462.9548641,740.1465625760001,0.012880412508
BWA.8_1,107581.386502,22063.7226715,0.20508866253600005
BWA.9_1,369592.55426,72840.57599260002,0.19708345082400006
BWA.10_1,36945.3673096,34178.362121599996,0.925105489822
BWA.11_1,90061.3117185,8380.417537689998,0.093052359307
BWA.12_1,175062.93031000005,10477.0019207,0.0598470612947
BWA.13_1,38922.0633621,18663.264900200003,0.47950348178
BWA.14_1,200968.045675,14718.570251500005,0.07323836086510001
BWA.15_1,238478.686077,31439.3064375,0.131832772793
BWA.16_1,315.33083725,266.292800903,0.8444870258339999
