GID_1,adm_id,mean_01,median_01,min_01,max_01,sum_01,perc_nodata_01,mean_02,median_02,min_02,max_02,sum_02,perc_nodata_02,mean_03,median_03,min_03,max_03,sum_03,perc_nodata_03,mean_04,median_04,min_04,max_04,sum_04,perc_nodata_04,mean_05,median_05,min_05,max_05,sum_05,perc_nodata_05,mean_06,median_06,min_06,max_06,sum_06,perc_nodata_06,mean_07,median_07,min_07,max_07,sum_07,perc_nodata_07,mean_08,median_08,min_08,max_08,sum_08,perc_nodata_08,mean_09,median_09,min_09,max_09,sum_09,perc_nodata_09,mean_10,median_10,min_10,max_10,sum_10,perc_nodata_10,mean_11,median_11,min_11,max_11,sum_11,perc_nodata_11,mean_12,median_12,min_12,max_12,sum_12
CIV.1_1,1,27.20596695,27.14103508,26.85250092,27.66409492,435.2954712,0,28.07209396,28.06690598,27.88949966,28.30624962,449.1535034,0,27.30144501,27.29149246,27.12686348,27.43241692,436.8231201,0,27.18370438,27.16003418,26.94724655,27.42623901,434.93927,0,26.68779373,26.63523865,26.37710381,27.02881813,427.0046997,0,25.3463192,25.29161644,25.0508976,25.65480423,405.5411072,0,24.59388542,24.59531784,24.43652916,24.69743156,393.5021667,0,24.2287159,24.19242668,24.10108566,24.46388817,387.6594543,0,24.77741432,24.75860977,24.67151833,24.98958778,396.4386292,0,25.40929794,25.3614769,25.14087105,25.67142487,406.5487671,0,25.88315964,25.8170681,25.50225258,26.34491158,414.1305542,0,26.05341339,25.9878788,25.7260952,26.42601585,416.8546143
CIV.2_1,2,26.89375496,26.86660004,25.99794388,27.75427437,5916.625977,1.785714286,27.65963173,27.68093491,26.53916168,28.64507484,6085.119141,1.785714286,26.63272285,26.63455963,25.71141434,27.83984375,5859.199219,1.785714286,26.56274414,26.55758095,25.82423019,27.47060204,5843.803711,1.785714286,26.06326294,26.02915573,25.38336372,27.02739143,5733.917969,1.785714286,24.82487488,24.79527855,24.21270943,25.6651535,5461.472656,1.785714286,24.45536232,24.48452377,23.86915588,25.10191536,5380.179688,1.785714286,24.36211967,24.38620758,23.75957108,24.87200356,5359.666504,1.785714286,24.4820385,24.52489281,23.93951035,24.89827919,5386.04834,1.785714286,24.95158005,24.94322586,24.40382767,25.69275093,5489.347656,1.785714286,25.12914085,25.07461929,24.50793266,26.07332611,5528.411133,1.785714286,25.22336197,25.17840385,24.58420563,26.13056183,5549.139648
CIV.3_1,3,27.82431412,27.74292374,26.87899971,28.81753349,3088.498779,4.310344828,28.80652618,28.73431015,27.72068214,30.18703651,3197.524414,4.310344828,27.45855522,27.24014282,26.5495224,28.89135933,3047.899658,4.310344828,27.18800735,27.11882782,26.37049675,28.50849152,3017.868896,4.310344828,26.73238754,26.59041977,25.83021927,28.14087677,2967.294922,4.310344828,25.28052711,25.26639366,24.54607582,26.25099373,2806.138428,4.310344828,24.5315361,24.52646446,23.93470955,25.26269341,2723.000488,4.310344828,24.52799034,24.43812943,23.89247704,25.38917542,2722.606934,4.310344828,24.94347191,24.86051178,24.33176231,25.5636692,2768.725342,4.310344828,25.21702385,25.20134735,24.61774826,25.88651657,2799.0896,4.310344828,25.92716026,25.8948822,25.20214844,27.26355553,2877.914795,4.310344828,26.11768723,26.04714584,25.25270844,27.48123741,2899.063232
CIV.4_1,4,26.5958271,26.69208908,25.43985558,27.36196518,4680.865723,0,28.46322441,28.5422821,27.51862335,29.07415962,5009.527344,0,29.62937546,29.57446289,28.89003944,30.38413048,5214.77002,0,29.40040207,29.35290909,28.29852104,30.74015999,5174.470703,0,27.9382267,27.75947189,27.04465485,29.46773148,4917.12793,0,26.61615753,26.50767899,25.91320419,27.77323723,4684.443848,0,24.47698402,24.46931648,23.91959763,25.18405914,4307.949219,0,24.3962822,24.39160347,23.89220619,24.89077568,4293.745605,0,24.34903145,24.34214783,23.88805962,24.75827599,4285.429688,0,25.79137039,25.81353378,25.254179,26.15693283,4539.28125,0,27.74526215,27.76840973,27.00374794,28.24655151,4883.166016,0,27.88912201,27.91419601,27.28409004,28.31161118,4908.485352
CIV.5_1,5,27.44418716,27.35837173,26.87373161,28.45264435,3485.411865,0,28.37984848,28.23712349,27.62844849,29.68926811,3604.240723,0,27.11137772,27.15472984,26.39993477,28.24058723,3443.14502,0,26.88162613,26.89664459,26.23008919,27.7104187,3413.966553,0,26.48600388,26.50818253,25.69758224,27.59998894,3363.722412,0,24.86203003,24.86299515,24.37480927,25.60325623,3157.477783,0,24.53902817,24.55768776,24.05851364,25.1796608,3116.456543,0,24.35351944,24.36258316,23.81110573,25.02430725,3092.896973,0,24.59855652,24.51316452,24.13414955,25.26299286,3124.016602,0,24.91008568,24.83554077,24.4548111,25.62992668,3163.580811,0,25.15989876,25.1206665,24.67318153,26.11565781,3195.307129,0,25.36074066,25.25957108,24.83480072,26.45781517,3220.813965
CIV.6_1,6,28.50443268,28.45041466,27.92653465,29.48227119,6128.453125,0,29.7378521,29.68721581,29.1662178,30.68953323,6393.638184,0,28.72077942,28.75914192,27.9594574,29.4460144,6174.967773,0,28.24139977,28.19131279,27.45760345,29.11606979,6071.900879,0,27.87467766,27.90058136,27.07985306,28.65565491,5993.055664,0,25.98658943,25.98261452,25.34358597,26.7451973,5587.116699,0,25.26857376,25.31592369,24.76848984,25.68808556,5432.743164,0,25.19558334,25.18691635,24.75524712,25.65301132,5417.050293,0,25.42323685,25.41641617,25.02773476,25.7410202,5465.996094,0,25.83157158,25.82308388,25.25502396,26.42660332,5553.788086,0,26.67192459,26.60522652,25.78553391,27.89894676,5734.463867,0,27.04473495,27.03547859,26.12203217,28.07158089,5814.618164
CIV.7_1,7,27.68873024,27.66012192,26.97690392,28.58646202,4264.064453,3.144654088,28.75388718,28.75925636,27.91601181,29.70230293,4428.098633,3.144654088,27.5343895,27.49157715,26.90811157,28.28863716,4240.295898,3.144654088,27.22768784,27.23420525,26.64162445,27.83998108,4193.063965,3.144654088,26.69543839,26.65026665,26.0946064,27.35469437,4111.097656,3.144654088,25.22052383,25.20006943,24.78126907,25.69732094,3883.960693,3.144654088,24.7168026,24.71777916,24.23579025,25.25577545,3806.387695,3.144654088,24.66533852,24.65396309,24.1217804,25.34166527,3798.462158,3.144654088,25.06220818,25.04857254,24.65619278,25.56271362,3859.580078,3.144654088,25.30065155,25.30254173,24.89811134,25.72916794,3896.300293,3.144654088,25.6793251,25.62852097,25.28509712,26.38453484,3954.616211,3.144654088,25.89219666,25.8217144,25.4994297,26.55025291,3987.398193
CIV.8_1,8,27.33912468,27.55901718,24.59768867,28.58885193,6780.103027,0,28.15341759,28.25301552,25.65376472,29.59111404,6982.047363,0,27.03050232,27.08940506,24.71023178,28.82398033,6703.564453,0,26.70859528,26.79986572,24.60833931,28.15639305,6623.731445,0,26.29707146,26.3746109,24.07126427,28.05468559,6521.673828,0,24.97423553,25.0534668,22.97568893,26.26172447,6193.610352,0,23.90332794,24.1350975,21.67632103,24.94521904,5928.025391,0,23.92222214,24.179039,21.47314644,24.82915688,5932.710938,0,23.88312531,24.07618332,21.80215454,24.85681725,5923.015137,0,24.64768791,24.80273819,22.60687637,25.580019,6112.626465,0,25.39603615,25.39644623,23.25920486,27.14811707,6298.216797,0,25.64416504,25.62689972,23.28248024,27.44154549,6359.75293
CIV.9_1,9,27.98799706,27.93594933,27.12967682,29.07247543,5401.683594,0,28.88861656,28.72640991,28.05157852,29.9532814,5575.50293,0,28.16457367,28.10396957,27.20700455,29.20120049,5435.762695,0,27.59595108,27.49460602,26.92208862,28.44624138,5326.018555,0,27.43264198,27.27487373,26.59713364,28.44071579,5294.5,0,25.71671867,25.69647789,24.93202782,26.46248245,4963.32666,0,24.87224197,24.79988289,24.32457352,25.42477989,4800.342773,0,24.67845535,24.61780357,24.20370102,25.28357887,4762.941895,0,24.69057083,24.60151863,24.23452187,25.29648399,4765.280273,0,25.29573631,25.21789169,24.78899002,26.01746368,4882.077148,0,26.08483887,25.98155403,25.19956017,27.3338623,5034.374023,0,26.42053413,26.31820679,25.29478836,27.53593826,5099.163086
CIV.10_1,10,26.57206154,26.6497364,25.13099289,28.43320274,8662.492188,0,28.47595787,28.47820663,27.29542923,30.03663254,9283.162109,0,29.89063644,29.84315872,29.05549049,30.98597336,9744.347656,0,30.01150894,30.11233139,28.61798286,31.46422958,9783.751953,0,29.00415993,29.07752228,27.69324684,30.29687691,9455.356445,0,27.55025673,27.6275444,26.57896233,28.65880394,8981.383789,0,25.21488571,25.22742081,24.45193863,25.86655235,8220.052734,0,24.81668282,24.77490997,24.35861015,25.36499405,8090.23877,0,24.73760033,24.71680832,24.30781937,25.22551918,8064.458008,0,25.98281479,25.97284698,25.58090782,26.36665154,8470.397461,0,27.51631165,27.52218628,26.43208694,28.66119766,8970.317383,0,27.79979324,27.86111259,26.72470474,28.69667625,9062.732422
CIV.11_1,11,27.94617271,27.97174835,27.06300926,28.98808479,6315.834961,0,29.28380775,29.31137848,28.60185623,30.0026474,6618.140625,0,29.09043503,29.09792709,28.21779633,29.90489388,6574.438477,0,28.67469215,28.70695114,27.78700447,29.66573334,6480.480469,0,28.12517929,28.09599686,27.38809013,28.80341721,6356.290527,0,26.51997566,26.51109314,25.67715645,27.39375687,5993.514648,0,25.21052742,25.22801781,24.7152462,25.60655785,5697.579102,0,24.9526844,24.93438148,24.47761345,25.50810814,5639.306641,0,24.94721603,24.93132401,24.47018051,25.54575348,5638.070801,0,26.02878761,26.03827286,25.46803856,26.50316048,5882.505859,0,27.42043686,27.47894859,26.38550568,28.31045723,6197.018555,0,27.4912262,27.44790459,26.58913994,28.43874931,6213.01709
CIV.12_1,12,27.28137207,27.19784927,26.19427109,28.59310341,6847.624512,0,28.72790909,28.76956558,27.41126442,29.76856804,7210.705078,0,28.79163361,28.92056274,27.01883125,29.63277054,7226.700195,0,28.17310905,28.3416214,26.34443283,28.81205559,7071.450195,0,27.51801872,27.78725815,25.45713997,28.37778854,6907.022461,0,26.12923622,26.29525185,24.39178085,26.83279419,6558.438477,0,24.53530502,24.72805023,22.7304554,25.38288498,6158.361328,0,24.40797806,24.5837059,22.6103096,25.0708847,6126.402344,0,24.40995407,24.53546524,22.99702263,25.06523895,6126.898438,0,25.55900574,25.71650314,24.09049416,26.26745033,6415.310547,0,27.18050194,27.20092583,25.85693741,28.11154366,6822.306152,0,27.23435974,27.25805092,25.84526062,28.2261982,6835.824219
