GID_1,adm_id,mean_01,median_01,min_01,max_01,sum_01,perc_nodata_01,mean_02,median_02,min_02,max_02,sum_02,perc_nodata_02,mean_03,median_03,min_03,max_03,sum_03,perc_nodata_03,mean_04,median_04,min_04,max_04,sum_04,perc_nodata_04,mean_05,median_05,min_05,max_05,sum_05,perc_nodata_05,mean_06,median_06,min_06,max_06,sum_06,perc_nodata_06,mean_07,median_07,min_07,max_07,sum_07,perc_nodata_07,mean_08,median_08,min_08,max_08,sum_08,perc_nodata_08,mean_09,median_09,min_09,max_09,sum_09,perc_nodata_09,mean_10,median_10,min_10,max_10,sum_10,perc_nodata_10,mean_11,median_11,min_11,max_11,sum_11,perc_nodata_11,mean_12,median_12,min_12,max_12,sum_12
LBY.1_1,1,10.06141853,9.979200363,9.56047821,12.4968977,6992.686035,0.714285714,13.21533966,13.19925594,12.14552212,14.33600044,9184.661133,0.714285714,16.2068882,16.43969345,14.84953022,17.17002487,11263.78711,0.714285714,19.70487213,20.17922783,17.12775421,21.19906616,13694.88574,0.714285714,24.63841248,25.20763397,21.21382904,26.19834518,17123.69727,0.714285714,27.20110703,27.97039223,23.60967255,29.0681324,18904.76953,0.714285714,28.26151276,28.8766346,25.36909294,29.91825676,19641.75195,0.714285714,29.08880424,29.6227932,26.47015953,30.76874924,20216.71875,0.714285714,27.59123421,28.04817009,25.52305222,29.00548172,19175.9082,0.714285714,23.77345467,23.85637474,22.65405083,24.82011223,16522.55078,0.714285714,16.78983879,16.7799778,15.92300892,18.23591042,11668.9375,0.714285714,13.87683201,13.87618351,13.3005724,15.40971375,9644.398438
LBY.2_1,2,9.119801521,9.467597008,7.750426292,11.18610573,629.2662964,0,11.59213161,11.83127308,9.744289398,13.10951233,799.8570557,0,13.84895706,13.94201374,11.51796532,15.94449711,955.578064,0,17.1738739,17.03388786,14.30651665,19.814291,1184.997314,0,22.71487808,22.80059433,20.21428871,25.02454948,1567.326538,0,24.54823875,24.70038033,21.42891121,27.35348892,1693.828491,0,26.09728813,26.46791077,22.68172264,28.79586029,1800.712891,0,27.06275177,27.28405952,23.89860344,29.63892555,1867.329834,0,25.85954285,25.84766388,23.201334,28.11420059,1784.308472,0,22.25267601,22.34894371,20.03183746,23.99492836,1535.434692,0,15.06278515,15.48856926,13.0815649,16.52134705,1039.332153,0,12.44942474,12.75993538,10.6470108,14.48996162,859.0103149
LBY.3_1,3,9.700586319,9.610489845,8.332352638,11.57288837,6945.620117,0,12.17532158,12.30207729,10.33713055,14.049366,8717.530273,0,15.59468555,15.88862801,12.45342636,18.58396912,11165.79492,0,21.02873993,21.29764175,17.29701996,24.66684914,15056.57715,0,25.89962769,25.93408585,23.10951424,28.73008919,18544.13281,0,28.41027641,28.60364914,24.9109211,31.68892097,20341.75781,0,27.79456139,27.6353569,25.27909088,30.96298027,19900.90625,0,29.45009995,29.34270477,26.96500206,32.43297958,21086.27148,0,28.27516747,28.56030273,25.0697422,30.75901413,20245.01953,0,22.47240448,22.7600708,19.66590691,25.00621796,16090.24219,0,14.58550644,14.53620434,12.83021259,16.49734879,10443.22266,0,11.01579475,10.94698143,9.097663879,13.34807587,7887.309082
LBY.4_1,4,11.57240391,11.41057777,10.63413239,12.95125484,173.5860596,0,12.88085842,12.77162552,12.23338509,13.92868137,193.2128754,0,15.35713768,15.46930695,14.80686188,15.74715233,230.3570709,0,20.35477066,20.42484093,19.84165192,20.79635239,305.3215637,0,25.65995216,25.83299828,24.64881516,26.21794128,384.899292,0,27.56019211,27.72052765,26.53604698,28.10199928,413.4028931,0,27.25690269,27.34841347,26.79913139,27.71426582,408.8535461,0,29.64066505,29.73836899,29.11060333,30.09688377,444.6099854,0,27.51665878,27.54846382,27.26209259,27.86445045,412.7498779,0,22.43101883,22.47214127,21.79466057,23.16843033,336.465271,0,16.15898323,15.99081516,15.22715282,17.58906364,242.3847351,0,12.88691044,12.69792938,11.97191048,14.30720329,193.3036499
LBY.5_1,5,10.53026199,10.56876278,9.403154373,11.51880741,9824.734375,0,13.46623039,13.47834969,12.04358292,14.83869934,12563.99316,0,18.01397896,17.98120308,15.90282631,19.86568642,16807.04297,0,23.09223938,23.00475311,21.00675964,24.96674347,21545.05859,0,26.64232826,26.64172173,25.1803112,27.99617958,24857.29297,0,29.69770813,29.5794239,27.44333076,31.52191353,27707.96094,0,28.51381302,28.19403648,26.50759888,30.67038155,26603.38672,0,30.12589836,29.95542526,28.33037758,31.78244209,28107.46289,0,29.02522087,29.02399826,27.24100304,30.22056389,27080.53125,0,24.25602913,24.31674957,22.75604248,25.05584717,22630.875,0,16.14440727,16.24662209,14.28293514,17.34982491,15062.73242,0,13.48030567,13.4928875,12.01130009,14.88326836,12577.125
LBY.6_1,6,10.61467266,10.58887196,8.928195953,12.1897583,38510.03125,0,13.28186417,13.30731773,10.752491,14.74580479,48186.60156,0,20.05221176,20.07585144,17.27226448,22.86737823,72749.42188,0,24.27499008,24.24271202,21.37373352,26.99765205,88069.66406,0,27.61481094,27.65700531,22.98391151,29.42171097,100186.5313,0,30.99045753,30.99252319,25.51293564,32.65210342,112433.3828,0,30.56114769,30.63324356,24.78679085,32.51738739,110875.8438,0,31.12568474,31.20170021,25.16750717,32.78705597,112923.9844,0,29.12809563,29.19280243,23.26147652,31.21337891,105676.7344,0,24.38053513,24.442173,19.3035965,26.29565048,88452.57813,0,16.29200363,16.31455612,12.60702991,17.88604546,59107.39063,0,15.09059525,15.1114769,13.55864143,17.04149055,54748.67969
LBY.7_1,7,9.411512375,9.444220543,8.308662415,11.75496006,790.5670776,0,12.03616524,12.1794529,10.59073734,13.21116829,1011.037903,0,14.2103138,14.28100681,12.34339046,15.95696259,1193.666382,0,17.77508545,17.87110138,15.48559856,20.00340652,1493.107178,0,23.17903328,23.2468605,21.26828194,25.17196655,1947.038818,0,25.02881241,25.23051834,22.62794495,27.46608353,2102.420166,0,26.50896835,26.78557587,23.97836304,28.87937355,2226.753418,0,27.54593277,27.78657913,25.14156342,29.74431419,2313.858398,0,26.40301895,26.47855186,24.35979271,28.27757454,2217.853516,0,22.64319801,22.76298141,20.97926331,24.01721954,1902.028687,0,15.40666294,15.46932411,13.99915123,16.79934692,1294.159668,0,12.63555431,12.62636852,11.21674633,14.59353542,1061.386597
LBY.8_1,8,11.28319263,11.29573059,8.823227882,13.2812624,767.2570801,1.449275362,13.01825714,13.14273548,10.9950161,14.44215107,885.2414551,1.449275362,14.74631977,14.77347755,12.76958847,15.8342495,1002.749756,1.449275362,18.7276783,18.77062607,17.52592087,19.95666122,1273.482178,1.449275362,24.11322403,24.20487976,22.76539803,25.44046021,1639.699219,1.449275362,25.87628555,26.00343704,24.32175827,27.33966446,1759.587402,1.449275362,26.2797718,26.36552048,25.39328957,27.10270691,1787.024536,1.449275362,28.22731018,28.21597672,27.14741707,29.28858757,1919.457031,1.449275362,26.69926834,26.64448547,25.32502747,27.44622803,1815.550293,1.449275362,22.46912956,22.51166344,20.1903038,23.80260086,1527.900757,1.449275362,16.08502388,16.09272385,13.37504292,18.07415581,1093.781616,1.449275362,12.60465717,12.56442451,10.08097935,14.94188023,857.1166992
LBY.9_1,9,10.70461559,10.7240181,9.741971016,12.66305351,17234.43164,0.124069479,13.7613163,13.73677731,12.90772152,14.9401474,22155.71875,0.124069479,17.46602249,17.48742104,15.97425079,19.26365471,28120.29688,0.124069479,21.62474823,21.65815163,19.83071709,23.59214211,34815.84375,0.124069479,26.06351852,25.94935608,24.02793121,27.9512558,41962.26563,0.124069479,28.81421089,28.76101303,25.48954582,31.17456436,46390.87891,0.124069479,29.08814621,29.28991699,26.09945488,31.35175896,46831.91406,0.124069479,30.19082451,30.2874279,27.77787018,32.05987167,48607.22656,0.124069479,28.91521645,28.86415482,27.6317215,30.39066315,46553.5,0.124069479,24.50714302,24.48107147,23.59837151,25.51392174,39456.5,0.124069479,17.11553574,17.1090374,16.14453888,18.21818924,27556.01172,0.124069479,14.2768631,14.23700714,13.21837425,15.60197639,22985.75
LBY.10_1,10,11.91857338,11.83934975,11.23340225,13.10541153,631.6843872,3.636363636,13.52181244,13.46908188,12.85264397,14.74498463,716.6560669,3.636363636,16.20369911,16.17879295,16.01547813,16.48516464,858.7960815,3.636363636,20.55909729,20.7394886,19.69624519,20.97045517,1089.632202,3.636363636,25.45968628,25.60696983,24.0849781,26.15329742,1349.363403,3.636363636,27.48747444,27.73169518,25.97889709,28.20828629,1456.836182,3.636363636,27.68680763,27.73113441,26.91308975,28.2320118,1467.400757,3.636363636,30.01421165,30.11616135,29.26255989,30.43649673,1590.753174,3.636363636,27.76126099,27.83418846,27.33013153,27.98958206,1471.346802,3.636363636,22.80944061,22.79144859,22.35852051,23.36429596,1208.900391,3.636363636,17.18527985,17.13870239,16.33518791,18.5399189,910.8198242,3.636363636,13.45342827,13.36437702,12.78931332,14.59449959,713.0316772
