GID_1,adm_id,mean_01,median_01,min_01,max_01,sum_01,perc_nodata_01,mean_02,median_02,min_02,max_02,sum_02,perc_nodata_02,mean_03,median_03,min_03,max_03,sum_03,perc_nodata_03,mean_04,median_04,min_04,max_04,sum_04,perc_nodata_04,mean_05,median_05,min_05,max_05,sum_05,perc_nodata_05,mean_06,median_06,min_06,max_06,sum_06,perc_nodata_06,mean_07,median_07,min_07,max_07,sum_07,perc_nodata_07,mean_08,median_08,min_08,max_08,sum_08,perc_nodata_08,mean_09,median_09,min_09,max_09,sum_09,perc_nodata_09,mean_10,median_10,min_10,max_10,sum_10,perc_nodata_10,mean_11,median_11,min_11,max_11,sum_11,perc_nodata_11,mean_12,median_12,min_12,max_12,sum_12
KEN.1_1,1,22.30322838,22.73187447,14.84294319,26.40470314,1918.077637,0,22.7990284,23.27186584,15.56604767,26.84784126,1960.716431,0,23.71799088,24.06621933,16.0102272,27.51392555,2039.747192,0,22.36539841,22.67350388,15.34771919,25.57808304,1923.424316,0,21.6526413,21.95988083,14.93579006,24.77013588,1862.127197,0,20.50594521,20.63198471,13.82647038,23.72007561,1763.51123,0,19.53569603,19.72271729,13.11916542,22.60364342,1680.069824,0,19.90730858,20.09336853,13.44400978,23.05880547,1712.028564,0,20.52214432,20.72960663,13.8043623,23.8143425,1764.904419,0,21.21158791,21.56487656,14.230896,24.47714615,1824.196533,0,21.29515648,21.69092941,14.26165581,25.24310875,1831.383423,0,22.38850594,22.86068726,14.85860729,26.0605545,1925.411499
KEN.2_1,2,17.17731094,17.13448524,15.84528255,18.16034508,309.1915894,0,17.78865814,17.74194717,16.5600338,18.75287628,320.1958618,0,17.67218781,17.63097954,16.47069931,18.59337997,318.0993958,0,17.5300312,17.47488403,16.15501785,18.4531517,315.5405579,0,17.3390522,17.32318497,15.99315643,18.36686516,312.1029358,0,16.45418739,16.41865921,14.98754406,17.53489113,296.1753845,0,16.07868767,15.97506523,14.36017513,17.36538506,289.4163818,0,16.75782585,16.70889091,14.88366413,18.15314865,301.6408691,0,16.88539124,16.83141327,15.23637486,18.0742054,303.9370422,0,17.64386368,17.63363647,15.84642982,19.0204277,317.5895386,0,17.29730988,17.27412033,15.69511986,18.47660637,311.351593,0,17.34413528,17.27356339,15.89569283,18.39478111,312.1944275
KEN.3_1,3,18.6510849,19.34897041,10.5403614,21.75670624,578.1836548,0,19.38061714,20.16570282,11.22474766,22.21478844,600.7991333,0,19.13162804,19.98239517,11.25588512,21.6979599,593.0804443,0,18.74674797,19.51075745,11.04800224,21.48935127,581.1491699,0,18.12137413,18.81401634,10.79046917,20.93506432,561.7625732,0,16.95115089,17.6280117,9.471817017,20.24418449,525.4856567,0,16.55789757,17.22328568,8.940278053,19.99759483,513.2947998,0,16.97758293,17.47578812,9.382629395,20.58582497,526.3050537,0,17.34931374,17.84553528,9.479084015,20.97492981,537.8287354,0,17.6446743,18.34651756,9.572930336,20.95961952,546.9849243,0,18.15031433,18.96140099,10.21568108,20.86733246,562.659729,0,18.59622383,19.46609688,10.23753929,21.49860573,576.4829102
KEN.4_1,4,22.11667824,21.93891144,20.97617722,23.79112053,331.7501831,0,22.56235695,22.36957359,21.48225975,24.17205238,338.4353638,0,22.07271957,21.87947083,21.04365158,23.50795174,331.0907898,0,21.96802902,21.77196884,20.92176819,23.51068497,329.5204468,0,21.52286911,21.31597519,20.50812531,23.06827545,322.8430481,0,20.96334839,20.73939896,19.59499931,22.81766129,314.4502258,0,20.68082237,20.48169708,19.34491158,22.45768356,310.2123413,0,21.26478767,21.05215836,19.92042351,23.03816223,318.9718018,0,21.52317619,21.30936241,20.30550766,23.15179443,322.8476563,0,21.4230423,21.25997543,20.1881752,23.04023743,321.3456421,0,21.27865028,21.07539749,20.28720665,22.70519257,319.1797485,0,21.48247147,21.29853249,20.41407013,23.19099617,322.2370605
KEN.5_1,5,18.75568771,18.35257912,11.82028389,24.91464615,487.6478882,0,19.54497719,19.14169693,12.44838524,25.56977463,508.1694031,0,20.01950836,19.60936928,12.96400833,26.19909477,520.5072021,0,19.11388016,18.73929405,12.82633781,24.75045776,496.960907,0,18.58585358,18.26628494,12.50505638,23.95617485,483.2322083,0,17.33073807,17.01102638,11.35217476,22.57077408,450.5991821,0,16.37034416,16.05323982,10.74500751,21.30458641,425.6289673,0,16.77176285,16.4545517,11.31226349,21.82701683,436.0658569,0,17.20170021,16.94418716,11.11797428,22.54590416,447.2442017,0,17.93804932,17.57506943,11.32667828,23.49108315,466.3892822,0,18.29457855,17.8415451,11.56562424,24.20664406,475.6590576,0,19.17123795,18.69213104,11.62292671,25.16372871,498.452179
KEN.6_1,6,21.34998512,22.17892647,11.59167099,24.16044235,491.0496521,0,21.95038795,22.79821968,11.91520119,24.78932953,504.8589172,0,22.35699654,23.25406075,12.26398563,25.1630249,514.2109375,0,21.45308113,22.19802666,12.10476017,24.20584106,493.4208679,0,21.29683304,22.08122826,11.54066467,24.55823326,489.8271484,0,20.81273842,21.56755257,10.51625156,24.44489098,478.6929626,0,20.09527588,20.87312508,9.750888824,23.82257271,462.1913452,0,20.46041679,21.35603333,10.13383484,23.9201088,470.5895691,0,20.94485283,21.93397141,10.36444283,24.34332848,481.7315979,0,22.33249474,23.22886467,10.97412395,26.01922035,513.6473999,0,20.99061203,21.84984779,11.03991222,23.9394722,482.7840576,0,21.23705292,22.1806488,10.88303757,24.19304848,488.4522095
KEN.7_1,7,28.86172485,28.93006897,26.91773987,30.35006714,10447.94434,0,30.18596268,30.41789627,28.3739109,31.40252495,10927.31836,0,30.09832573,30.19687843,28.73003197,31.12800026,10895.59375,0,28.39481163,28.46384048,27.11930466,29.52262878,10278.92188,0,27.15255737,27.18427277,25.61192703,29.01787758,9829.225586,0,26.82467651,26.94972992,25.29431534,28.35917664,9710.533203,0,26.13412857,26.1689949,24.86876488,27.49257088,9460.554688,0,25.99505806,26.01221466,24.75344849,27.25175095,9410.210938,0,26.79179573,26.77017021,25.58052254,27.97879028,9698.629883,0,28.45799637,28.50087166,26.99842262,29.80426788,10301.79492,0,27.89524841,28.04051208,26.41005135,28.62222099,10098.08008,0,28.84649086,28.9309845,26.90654564,30.08494186,10442.42969
KEN.8_1,8,22.42990112,22.64666176,19.89847183,24.12343597,785.0465698,0,22.98004723,23.08117294,20.48259163,24.45141792,804.3016357,0,22.48068428,22.67317009,20.17064285,23.7756958,786.8239746,0,22.36556816,22.42853546,19.85327148,23.82342339,782.7948608,0,22.07769966,22.08661079,19.51242065,23.55512238,772.7194824,0,21.78793526,21.72201538,18.91347694,23.42521667,762.5777588,0,21.50994492,21.4744873,18.51841927,23.00727272,752.8480835,0,22.18828392,22.20284653,19.11713219,23.41601563,776.5899658,0,22.18945122,22.25690269,19.35304642,23.49578857,776.6307983,0,22.15383911,22.28885078,19.62647438,23.36459541,775.3843384,0,21.67315483,21.80829048,19.39278984,22.88967323,758.5604248,0,21.98829842,22.09652328,19.76730156,23.48200798,769.5904541
KEN.9_1,9,26.96823883,27.73897552,19.64435387,28.65080833,5690.29834,0,28.65407944,29.58603477,20.4252491,30.73724747,6046.010742,0,28.93763351,29.82226944,20.9478302,30.82766724,6105.84082,0,27.3772316,28.20749283,19.81883812,29.1966362,5776.595703,0,27.87441826,28.70810318,19.68308258,29.5812664,5881.502441,0,27.42734528,28.20847702,19.43968773,28.9206543,5787.169922,0,26.60199356,27.34995651,19.06801224,28.04060745,5613.020508,0,26.44747162,27.15112877,18.78509903,27.89130783,5580.416504,0,27.04604721,27.75667953,19.23269463,28.51086807,5706.71582,0,28.7011528,29.43602562,20.51153755,30.15036583,6055.943359,0,26.36658096,26.92386818,19.32662773,28.06930161,5563.348633,0,26.96244812,27.69005013,19.97748756,28.85198784,5689.07666
KEN.10_1,10,21.0763607,20.96310043,17.29561615,25.44405937,3751.592285,0,21.8103981,21.66346359,17.71401787,27.00858307,3882.250732,0,21.74617004,21.72626495,17.92905426,25.62773705,3870.818359,0,21.02032471,20.90024185,17.13815117,25.47300339,3741.617676,0,20.41883469,20.14508057,16.2983532,25.36942291,3634.552734,0,20.22709656,19.92663956,15.17495632,25.74501038,3600.42334,0,19.65728188,19.30405998,14.33705425,25.20482254,3498.996338,0,20.40574837,20.04320145,15.06145859,26.40502548,3632.223145,0,21.09747505,20.80249214,15.54949951,27.21656799,3755.350586,0,22.54739571,22.23816872,16.95423508,28.48763847,4013.436523,0,21.72147179,21.40935516,16.7025013,27.92297935,3866.421875,0,22.49766159,22.03703308,16.87203407,29.44447136,4004.58374
