GID_1,adm_id,mean_01,median_01,min_01,max_01,sum_01,perc_nodata_01,mean_02,median_02,min_02,max_02,sum_02,perc_nodata_02,mean_03,median_03,min_03,max_03,sum_03,perc_nodata_03,mean_04,median_04,min_04,max_04,sum_04,perc_nodata_04,mean_05,median_05,min_05,max_05,sum_05,perc_nodata_05,mean_06,median_06,min_06,max_06,sum_06,perc_nodata_06,mean_07,median_07,min_07,max_07,sum_07,perc_nodata_07,mean_08,median_08,min_08,max_08,sum_08,perc_nodata_08,mean_09,median_09,min_09,max_09,sum_09,perc_nodata_09,mean_10,median_10,min_10,max_10,sum_10,perc_nodata_10,mean_11,median_11,min_11,max_11,sum_11,perc_nodata_11,mean_12,median_12,min_12,max_12,sum_12
BWA.1_1,1,25.89262962,25.96226883,23.81939507,28.14445686,31666.68555,0,24.3582859,24.38396645,22.1394558,26.15352249,29790.18359,0,23.9105072,23.98304367,22.08356476,25.93410873,29242.55078,0,22.87395477,22.70800209,20.19005013,25.04880714,27974.84766,0,18.66295433,18.48376465,16.51181602,21.00327492,22824.79297,0,15.52364826,15.40676022,13.17907047,17.86354256,18985.42188,0,14.90577221,14.81890106,12.86543465,17.0768013,18229.75977,0,19.03754234,18.93605232,16.9896946,21.4131279,23282.91406,0,22.90368462,22.51128387,20.6595974,25.87527084,28011.20703,0,25.74917984,25.48976707,23.01508904,29.30800629,31491.24609,0,25.88208389,25.95291901,23.51010513,27.61734772,31653.78906,0,23.51641464,23.55947685,21.48945999,25.0047245,28760.57422
BWA.2_1,2,25.15545273,25.16012573,24.44556427,25.7258606,4578.29248,0,24.38376236,24.42850876,23.28130913,25.46843719,4437.844727,0,23.19854546,23.3239212,22.33355141,23.71416855,4222.135254,0,24.03113937,24.13360405,22.94884491,24.65087128,4373.66748,0,20.72385597,20.82207298,19.77858353,21.20913506,3771.741699,0,17.94226456,18.01264381,16.91338158,18.55693436,3265.492188,0,17.07145882,17.16827965,16.0958271,17.63624954,3107.005371,0,21.41592979,21.46474648,20.50788498,21.81632996,3897.699219,0,25.69272804,25.87867737,24.40427589,26.4124279,4676.07666,0,28.80417824,28.89662361,26.99204636,29.72839928,5242.360352,0,26.78165817,26.86196899,25.87562561,27.19594002,4874.261719,0,23.42947006,23.48714828,22.27757072,24.43886757,4264.163574
BWA.3_1,3,25.7612991,,,,,,23.3761005,,,,,,23.4139996,,,,,,22.4078007,,,,,,18.2534008,,,,,,15.2210999,,,,,,14.4963999,,,,,,18.7752991,,,,,,21.7521992,,,,,,24.4783993,,,,,,25.6699009,,,,,,22.5487003,,,,
BWA.4_1,4,25.49502945,25.49502945,25.44316292,25.54689598,50.9900589,0,25.07680511,25.07680511,25.00998306,25.14362717,50.15361023,0,24.10988617,24.10988617,24.03193474,24.1878376,48.21977234,0,21.04029465,21.04029465,20.95561981,21.12497139,42.08058929,0,16.87014771,16.87014771,16.77606773,16.96422577,33.74029541,0,13.32452393,13.32452393,13.2420187,13.40702915,26.64904785,0,13.07147598,13.07147598,12.98426819,13.15868473,26.14295197,0,16.78198242,16.78198242,16.6812439,16.88272095,33.56396484,0,21.83086014,21.83086014,21.74250984,21.91921043,43.66172028,0,24.46039581,24.46039581,24.37612152,24.5446682,48.92079163,0,24.68671799,24.68671799,24.61319733,24.76023674,49.37343597,0,24.77947235,24.77947235,24.71478844,24.84415436,49.5589447
BWA.5_1,5,26.15512657,26.22353554,24.88223648,27.10616302,24716.59375,0,25.48073769,25.5756588,23.90400314,26.34626198,24079.29688,0,23.81720352,23.86927414,21.29329872,25.4339695,22507.25781,0,22.36666107,22.56389427,20.22058296,23.56218147,21136.49414,0,17.8938942,17.92321014,16.61937332,19.15602493,16909.73047,0,14.13068581,14.19127369,12.61380577,15.60280037,13353.49805,0,13.75150776,13.83768845,12.42900467,15.06143856,12995.1748,0,17.76113129,17.99770737,15.24909592,19.55323601,16784.26953,0,23.57165146,23.70052338,22.01390648,24.90901947,22275.21094,0,26.67004585,26.60967827,24.76980972,28.67762566,25203.19336,0,26.44213295,26.52087975,24.95447159,27.027174,24987.81641,0,25.3144474,25.29221916,23.72511292,26.32047462,23922.15234
BWA.6_1,6,24.8623009,,,,,,24.7131004,,,,,,23.7175007,,,,,,20.2943001,,,,,,16.1760006,,,,,,12.5366001,,,,,,12.4071999,,,,,,15.6212997,,,,,,21.2724991,,,,,,24.0597,,,,,,24.3470993,,,,,,24.4549007,,,,
BWA.7_1,7,27.80828094,27.79351997,25.83753967,29.63722038,24137.58789,0,26.41388702,26.41857719,24.83444595,28.78060532,22927.25391,0,25.19924545,25.30792999,23.15574646,26.99677086,21872.94531,0,21.24116898,21.18854523,19.48095322,22.28141403,18437.33398,0,17.31849098,17.42706108,15.16993332,17.92668915,15032.4502,0,12.8790884,12.91034698,11.67725086,13.49129963,11179.04883,0,12.85257721,12.88008308,11.80409145,13.3224411,11156.03711,0,14.58741093,14.60136795,13.11580753,16.64340401,12661.87305,0,21.692976,21.76908302,20.27314186,22.6497612,18829.50391,0,25.20068359,25.25013351,24.18571854,25.59564781,21874.19336,0,26.35269356,26.4118576,25.05887604,26.95245171,22874.13867,0,26.53931618,26.62155914,25.36133194,27.29800606,23036.12695
BWA.8_1,8,25.58120728,25.62675285,24.70855713,26.05346489,1637.197266,0,24.95116425,25.15750504,23.55852127,25.62261772,1596.874512,0,24.43449783,24.47615433,23.26316071,25.11223984,1563.807861,0,21.49595642,21.49424934,20.80538368,21.97203064,1375.741211,0,17.26373672,17.25337982,16.58393669,17.7349968,1104.87915,0,13.84787846,13.81817627,13.28584766,14.38623142,886.2642212,0,13.54877281,13.52859211,13.03298473,14.04139996,867.12146,0,17.4936676,17.49610329,16.86538124,17.91660309,1119.594727,0,22.276968,22.27505493,21.70815277,22.73066139,1425.725952,0,24.75968552,24.8142128,24.0136528,25.16045189,1584.619873,0,25.03354645,25.04115486,24.24894142,25.56665611,1602.146973,0,24.52734375,24.67070389,23.51364326,24.91679192,1569.75
BWA.9_1,9,25.56030273,25.63436127,24.01007462,26.56524658,8179.296875,0,25.04684258,25.32279968,23.49556351,25.97908401,8014.989746,0,24.3923378,24.63000107,22.6696949,25.40751839,7805.547852,0,21.37568474,21.45566368,19.69662285,22.35700035,6840.219238,0,16.86159706,16.91270828,15.7160244,17.68292809,5395.710938,0,13.20649433,13.19578743,12.1490078,14.04480743,4226.078125,0,12.95934105,12.96503639,12.21396732,13.59694672,4146.989258,0,16.71434975,16.7071228,15.70064926,17.84515381,5348.591797,0,22.12082291,22.2250042,20.76939011,22.97569275,7078.663086,0,24.22200012,24.19830513,23.14249229,25.13944054,7751.040039,0,24.88732338,24.99919891,23.2585125,25.84307098,7963.943359,0,24.45327187,24.44593239,23.31506157,25.69424248,7825.046875
BWA.10_1,10,24.1345997,,,,,,23.9731007,,,,,,22.5384998,,,,,,19.0639,,,,,,15.5543003,,,,,,12.0917997,,,,,,12.1286001,,,,,,15.3549995,,,,,,20.3083,,,,,,23.2679996,,,,,,22.9459991,,,,,,23.3712997,,,,
